CO_UF;NO_UF;DEPENDENCIA_ADM;LOCALIZACAO;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;nivel_0_LP5;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LP12;nivel_1_LP12;nivel_2_LP12;nivel_3_LP12;nivel_4_LP12;nivel_5_LP12;nivel_6_LP12;nivel_7_LP12;nivel_8_LP12;nivel_0_MT12;nivel_1_MT12;nivel_2_MT12;nivel_3_MT12;nivel_4_MT12;nivel_5_MT12;nivel_6_MT12;nivel_7_MT12;nivel_8_MT12;nivel_9_MT12;nivel_10_MT12
41;Paraná;Municipal;Rural;217,08;233,12;269,5;274,69;;;1,72;5,46;11,1;17,28;21,65;19,33;12,7;7,03;3,28;0,45;0,3;2,06;6,14;13,92;20,93;22,38;17,65;10,3;4,75;1,55;0,03;6,87;10,49;17,17;13,31;26,59;15,41;6,22;3,94;0;5,57;9;14,27;13,36;31,3;15,3;9,36;1,83;0;0;;;;;;;;;;;;;;;;;;;;
41;Paraná;Municipal;Total;225,69;242,71;259,17;264,09;;;1,19;3,76;8,69;15,06;20,2;20,77;16,19;9,04;4,44;0,66;0,26;1,28;4,51;10,64;18,18;21,89;19,65;13,65;6,94;2,93;0,07;14,13;10,55;14,67;18,37;20;14,89;6,15;1,25;0;10,51;9,76;16,23;19,4;21,64;13,17;6,95;1,86;0,48;0;;;;;;;;;;;;;;;;;;;;
41;Paraná;Municipal;Urbana;226,2;243,28;258,54;263,44;;;1,16;3,66;8,55;14,93;20,11;20,86;16,39;9,16;4,51;0,67;0,26;1,23;4,41;10,45;18,02;21,86;19,76;13,85;7,07;3,01;0,07;14,58;10,56;14,51;18,68;19,59;14,85;6,14;1,08;0;10,81;9,8;16,35;19,78;21,05;13,04;6,81;1,86;0,51;0;;;;;;;;;;;;;;;;;;;;
41;Paraná;Privada;Rural;234,22;265,66;290,85;291,17;313,63;332,54;0;5;0;15;30;20;5;15;10;0;0;0;0;5;10;25;15;15;30;0;0;0;0;30,77;7,69;15,38;15,38;15,38;7,69;7,69;0;0;15,38;23,08;30,77;15,38;0;7,69;7,69;0;0;6,67;6,67;17,78;24,44;33,33;8,89;2,22;0;2,22;2,22;4,44;6,67;26,67;22,22;20;11,11;4,44;0;0
41;Paraná;Privada;Total;239,14;257,69;298,12;311,65;332,41;350,59;0,51;1,32;5,16;10,88;17,6;21,48;22,66;14;6,05;0,33;0,08;0,44;1,73;4,98;13,8;21,56;23,5;18,84;10,81;4,19;0,09;3,41;3,87;7,08;11,13;20,02;25;19,61;9,61;0,27;2;1,38;4,7;10,77;19,11;22,86;18,55;13,57;7,06;0;2,33;1,49;5,34;7,92;15,73;31,39;26;9,04;0,76;1,74;1,63;3,89;7,97;11,48;18,49;23,4;13,54;11,77;6,09;0
41;Paraná;Privada;Urbana;239,15;257,67;298,17;311,78;332,56;350,74;0,51;1,31;5,18;10,87;17,57;21,48;22,7;14;6,04;0,33;0,08;0,44;1,73;4,98;13,81;21,55;23,52;18,84;10,76;4,2;0,09;3,43;3,89;6,93;11,15;20,05;25,06;19,64;9,62;0,22;2,01;1,39;4,63;10,7;19,03;22,91;18,67;13,61;7,05;0;2,35;1,45;5,32;7,84;15,66;31,37;26,15;9,09;0,77;1,73;1,62;3,89;7,98;11,36;18,46;23,42;13,56;11,83;6,15;0
41;Paraná;Total - Estadual e Municipal;Rural;216,55;232,59;258,47;266,62;272,63;275,73;1,92;5,61;11,26;17,17;21,52;19,28;12,59;6,97;3,23;0,45;0,34;2,16;6,3;14,11;20,91;22,2;17,53;10,17;4,7;1,53;0,03;10,65;13,5;16,9;21,82;18,51;11,87;5,44;1,3;0;8,12;10,97;15,97;19,79;21,11;14,85;6,24;2,3;0,64;0;15,68;14,47;20,57;21,12;15,6;8,84;3,27;0,45;0;15,16;14,24;19,15;19,84;16,22;9,53;4,46;1,26;0,14;0;0
41;Paraná;Total - Estadual e Municipal;Total;225,68;242,7;262,86;268,59;281,37;280,57;1,2;3,77;8,69;15,05;20,19;20,77;16,19;9,04;4,45;0,66;0,26;1,28;4,52;10,65;18,17;21,88;19,65;13,66;6,94;2,93;0,07;10,71;10,62;15,79;20,17;19,86;14,49;6,6;1,74;0,04;7,47;9,57;15,56;20,58;21,93;15,25;6,8;2,22;0,63;0;14,09;11,52;16,58;19,55;18,78;13,01;5,47;0,97;0,03;14,18;12,06;17,29;20,3;17,59;11,39;5,03;1,58;0,47;0,11;0
41;Paraná;Total - Estadual e Municipal;Urbana;226,23;243,3;263,09;268,7;281,77;280,8;1,16;3,66;8,54;14,92;20,11;20,86;16,4;9,17;4,52;0,67;0,26;1,23;4,41;10,44;18,01;21,86;19,77;13,87;7,07;3,01;0,07;10,71;10,46;15,73;20,09;19,93;14,63;6,66;1,76;0,04;7,44;9,49;15,54;20,62;21,97;15,27;6,83;2,22;0,62;0;14,02;11,38;16,4;19,48;18,93;13,2;5,58;0,99;0,03;14,13;11,96;17,2;20,32;17,66;11,48;5,05;1,59;0,49;0,11;0
41;Paraná;Total - Federal, Estadual e Municipal;Rural;216,55;232,59;258,47;266,62;272,9;275,98;1,92;5,61;11,26;17,17;21,52;19,28;12,59;6,97;3,23;0,45;0,34;2,16;6,3;14,11;20,91;22,2;17,53;10,17;4,7;1,53;0,03;10,65;13,5;16,9;21,82;18,51;11,87;5,44;1,3;0;8,12;10,97;15,97;19,79;21,11;14,85;6,24;2,3;0,64;0;15,58;14,38;20,52;21,12;15,76;8,8;3,4;0,45;0;15,01;14,2;19,06;19,96;16,32;9,54;4,52;1,24;0,14;0;0
41;Paraná;Total - Federal, Estadual e Municipal;Total;225,68;242,7;262,92;268,68;281,5;280,77;1,2;3,77;8,69;15,05;20,19;20,77;16,19;9,04;4,45;0,66;0,26;1,28;4,52;10,65;18,17;21,88;19,65;13,66;6,94;2,93;0,07;10,7;10,6;15,78;20,16;19,85;14,5;6,62;1,75;0,04;7,46;9,56;15,54;20,56;21,92;15,25;6,82;2,24;0,66;0;14,06;11,49;16,55;19,52;18,8;13,05;5,53;0,98;0,03;14,14;12,03;17,25;20,27;17,59;11,4;5,06;1,63;0,5;0,12;0
41;Paraná;Total - Federal, Estadual e Municipal;Urbana;226,23;243,3;263,15;268,79;281,9;280,99;1,16;3,66;8,54;14,92;20,11;20,86;16,4;9,17;4,52;0,67;0,26;1,23;4,41;10,44;18,01;21,86;19,77;13,87;7,07;3,01;0,07;10,7;10,45;15,72;20,07;19,92;14,64;6,68;1,78;0,04;7,43;9,48;15,52;20,6;21,96;15,27;6,85;2,24;0,66;0;13,99;11,36;16,36;19,45;18,94;13,24;5,63;1,01;0,03;14,1;11,93;17,17;20,29;17,65;11,48;5,09;1,64;0,52;0,13;0
41;Paraná;Total - Federal, Estadual, Municipal e Privada;Rural;216,68;232,83;259,11;267,1;274,43;278,1;1,9;5,6;11,18;17,16;21,58;19,29;12,53;7,03;3,28;0,44;0,34;2,14;6,26;14,04;20,83;22,22;17,52;10,21;4,89;1,52;0,03;10,44;13,23;17,17;21,54;18,45;11,94;5,64;1,43;0,15;7,96;10,76;15,95;19,86;21,3;14,86;6,12;2,4;0,78;0;14,99;14,09;20;21;16,08;9,72;3,6;0,51;0;14,53;13,75;18,51;19,46;16,71;10,02;5,1;1,61;0,3;0;0
41;Paraná;Total - Federal, Estadual, Municipal e Privada;Total;227,62;244,86;267,8;274,64;290,22;292,73;1,1;3,42;8,18;14,45;19,82;20,87;17,12;9,75;4,68;0,61;0,23;1,16;4,12;9,83;17,54;21,83;20,2;14,4;7,5;3,11;0,07;9,69;9,67;14,57;18,9;19,87;15,96;8,42;2,84;0,07;6,71;8,42;14,04;19,2;21,53;16,3;8,45;3,81;1,54;0;12,05;9,78;14,63;17,53;18,27;16,19;9,04;2,36;0,15;12,02;10,25;14,96;18,16;16,55;12,61;8,2;3,67;2,43;1,14;0
41;Paraná;Total - Federal, Estadual, Municipal e Privada;Urbana;228,18;245,47;268,2;274,99;290,85;293,3;1,06;3,3;8,03;14,31;19,73;20,95;17,35;9,89;4,75;0,62;0,23;1,11;4,01;9,62;17,37;21,81;20,34;14,62;7,63;3,19;0,08;9,65;9,5;14,45;18,78;19,94;16,15;8,55;2,91;0,07;6,65;8,31;13,95;19,17;21,54;16,37;8,56;3,88;1,58;0;11,93;9,61;14,41;17,4;18,36;16,44;9,25;2,43;0,16;11,92;10,11;14,82;18,11;16,54;12,71;8,33;3,75;2,51;1,19;0
42;Santa Catarina;Estadual;Rural;210,26;220,6;255,43;264,13;274,17;283,32;2,84;7,93;12,49;17,35;20,6;17,73;13,26;5,75;1,77;0,27;1,04;5,63;9,33;16,39;20,64;21,09;14,84;7,55;2,88;0,62;0;12,92;14,13;16,38;20,02;20,25;10,42;4,91;0,94;0,04;9,53;9,62;17,13;20,62;20,42;14,39;5,94;1,93;0,41;0;13,61;14,44;20,05;23,65;16,7;8,9;2,24;0,41;0;9,77;12,64;20,03;19,69;20,64;12;4,1;0,94;0,19;0;0
42;Santa Catarina;Estadual;Total;216,58;226,13;259,73;263,82;276,84;279,67;2,49;5,87;10,81;16,87;20,43;18,93;14,08;7,08;3,07;0,38;0,92;3,32;8,48;15,39;20,8;20,91;16,38;9,1;3,79;0,87;0,02;12,17;10,98;16,37;20,11;19,61;13,34;5,92;1,47;0,03;9,57;10,26;16,06;20,56;21,6;14,57;5,53;1,51;0,34;0;15,63;11,92;17,82;20,66;18,19;11,13;3,98;0,64;0,02;13,75;11,95;17,62;21,39;18,28;11,15;4,51;1,11;0,21;0,03;0
42;Santa Catarina;Estadual;Urbana;216,96;226,47;259,98;263,8;276,9;279,58;2,46;5,75;10,7;16,84;20,42;19;14,13;7,16;3,15;0,38;0,92;3,18;8,43;15,33;20,81;20,9;16,47;9,2;3,85;0,88;0,02;12,13;10,79;16,37;20,11;19,57;13,51;5,98;1,5;0,03;9,57;10,3;15,99;20,56;21,67;14,58;5,5;1,49;0,34;0;15,68;11,86;17,76;20,59;18,23;11,19;4,02;0,65;0,02;13,85;11,93;17,56;21,43;18,23;11,13;4,52;1,11;0,21;0,04;0
42;Santa Catarina;Federal;Rural;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Santa Catarina;Federal;Total;233,15;254,79;285,62;303,97;307,78;335,22;1,35;0;9,97;10,75;19,43;18,02;23,49;12,68;4,31;0;0;1,35;2,96;5,66;9,97;20,72;25,35;26,71;5,92;1,35;0;8,08;6,45;8,07;11,3;24,2;16,14;16,11;9,65;0;4,84;1,61;3,22;14,53;24,21;16,13;20,97;9,67;4,84;0;4,77;10,18;7,44;19,63;7,05;28,87;19,72;2,35;0;5,09;0;12,21;4,7;14,47;14,78;19,72;24,34;4,7;0;0
42;Santa Catarina;Federal;Urbana;233,15;254,79;285,62;303,97;307,78;335,22;1,35;0;9,97;10,75;19,43;18,02;23,49;12,68;4,31;0;0;1,35;2,96;5,66;9,97;20,72;25,35;26,71;5,92;1,35;0;8,08;6,45;8,07;11,3;24,2;16,14;16,11;9,65;0;4,84;1,61;3,22;14,53;24,21;16,13;20,97;9,67;4,84;0;4,77;10,18;7,44;19,63;7,05;28,87;19,72;2,35;0;5,09;0;12,21;4,7;14,47;14,78;19,72;24,34;4,7;0;0
42;Santa Catarina;Municipal;Rural;219,53;232,29;259,1;268,29;248,51;259,12;1,97;4,73;10,79;16,7;20,61;19,08;13,98;7,8;3,68;0,67;0,47;2,85;6,85;15,29;18,64;20,59;17,11;11,16;5,01;1,95;0,07;11,55;10,78;17,9;21,39;19,1;12,25;5,84;1,12;0,07;8,27;10,02;15,32;18,98;21,35;15,54;7,8;2,15;0,58;0;31,73;24,04;17,31;11,54;7,69;7,69;0;0;0;31,73;7,69;12,5;25;15,38;7,69;0;0;0;0;0
42;Santa Catarina;Municipal;Total;226,29;238,59;270,33;275,59;309;322,28;1,47;4,04;8,44;14,55;19,47;20,54;16,49;9,56;4,78;0,67;0,42;1,89;5,87;12,16;18,13;21,11;18,62;12,74;6,5;2,46;0,08;8,71;8,52;14,14;18,98;20,78;17,09;9,08;2,63;0,07;6,5;7,57;13,39;18,81;22,26;18,23;8,96;3,25;1,03;0;8,12;6,21;4,5;13,79;29,08;17,39;18,44;2,47;0;6,41;3,16;6,12;14,1;18,22;21,92;14,33;13,23;2,51;0;0
42;Santa Catarina;Municipal;Urbana;226,97;239,23;271,34;276,24;318,83;332,55;1,42;3,97;8,2;14,33;19,36;20,69;16,74;9,73;4,89;0,67;0,42;1,79;5,77;11,85;18,08;21,17;18,78;12,9;6,65;2,51;0,09;8,46;8,32;13,8;18,76;20,93;17,52;9,37;2,76;0,07;6,34;7,35;13,21;18,8;22,34;18,47;9,06;3,34;1,07;0;4,28;3,31;2,42;14,15;32,55;18,97;21,44;2,87;0;2,3;2,42;5,09;12,32;18,68;24,23;16,66;15,38;2,91;0;0
42;Santa Catarina;Privada;Rural;251,5;270,59;;;;;8,33;0;0;0;16,67;33,33;8,33;0;16,67;16,67;0;0;0;8,33;8,33;16,67;8,33;25;25;8,33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Santa Catarina;Privada;Total;253,51;272,99;303;318,65;324,45;343,55;0,45;0,42;1,84;6,73;13,83;22,87;22,39;17,78;11,37;2,32;0;0,09;0,96;2,62;8,04;14,81;23,48;25,66;15,15;8,67;0,53;2,84;2,77;6,01;10;19,1;26,7;20,89;11,19;0,48;1,72;1,29;3,52;7,64;14,99;24,66;20,19;17,41;8,59;0;3,95;2,21;5,87;11,13;20,18;26,33;22,55;7,4;0,38;2,16;0,92;5,2;8,91;14,63;19,81;21,96;12,99;10,36;3,05;0
42;Santa Catarina;Privada;Urbana;253,51;272,99;303;318,65;324,45;343,55;0,44;0,42;1,84;6,74;13,82;22,86;22,4;17,8;11,37;2,31;0;0,09;0,96;2,61;8,04;14,81;23,49;25,66;15,14;8,67;0,53;2,84;2,77;6,01;10;19,1;26,7;20,89;11,19;0,48;1,72;1,29;3,52;7,64;14,99;24,66;20,19;17,41;8,59;0;3,95;2,21;5,87;11,13;20,18;26,33;22,55;7,4;0,38;2,16;0,92;5,2;8,91;14,63;19,81;21,96;12,99;10,36;3,05;0
42;Santa Catarina;Total - Estadual e Municipal;Rural;217,42;229,62;257,46;266,43;273,65;282,83;2,16;5,46;11,17;16,84;20,61;18,78;13,82;7,33;3,24;0,58;0,6;3,48;7,41;15,54;19,1;20,71;16,59;10,34;4,53;1,65;0,05;12,16;12,27;17,22;20,78;19,61;11,43;5,42;1,04;0,06;8,83;9,84;16,13;19,71;20,93;15,03;6,97;2,05;0,5;0;13,98;14,63;20;23,41;16,52;8,88;2,19;0,4;0;10,22;12,54;19,88;19,79;20,53;11,92;4,02;0,92;0,18;0;0
42;Santa Catarina;Total - Estadual e Municipal;Total;223,19;234,61;264,51;269,13;276,95;279,82;1,79;4,63;9,2;15,29;19,78;20,03;15,72;8,77;4,24;0,58;0,58;2,35;6,71;13,19;18,99;21,05;17,91;11,58;5,64;1,95;0,06;10,61;9,87;15,36;19,6;20,14;15,04;7,35;1,99;0,05;8,19;9,04;14,85;19,77;21,9;16,22;7,08;2,3;0,65;0;15,6;11,9;17,77;20,64;18,23;11,15;4,03;0,65;0,02;13,73;11,92;17,58;21,36;18,28;11,18;4,54;1,15;0,22;0,03;0
42;Santa Catarina;Total - Estadual e Municipal;Urbana;223,69;235,05;265,02;269,33;277,04;279,74;1,76;4,55;9,02;15,15;19,7;20,14;15,89;8,89;4,32;0,58;0,58;2,25;6,64;12,99;18,98;21,08;18,02;11,69;5,73;1,98;0,07;10,5;9,7;15,23;19,51;20,17;15,29;7,49;2,06;0,05;8,14;8,99;14,76;19,78;21,97;16,31;7,08;2,31;0,67;0;15,64;11,83;17,71;20,57;18,27;11,21;4,08;0,66;0,02;13,82;11,9;17,52;21,4;18,23;11,17;4,56;1,16;0,22;0,04;0
42;Santa Catarina;Total - Federal, Estadual e Municipal;Rural;217,42;229,62;257,46;266,43;273,65;282,83;2,16;5,46;11,17;16,84;20,61;18,78;13,82;7,33;3,24;0,58;0,6;3,48;7,41;15,54;19,1;20,71;16,59;10,34;4,53;1,65;0,05;12,16;12,27;17,22;20,78;19,61;11,43;5,42;1,04;0,06;8,83;9,84;16,13;19,71;20,93;15,03;6,97;2,05;0,5;0;13,98;14,63;20;23,41;16,52;8,88;2,19;0,4;0;10,22;12,54;19,88;19,79;20,53;11,92;4,02;0,92;0,18;0;0
42;Santa Catarina;Total - Federal, Estadual e Municipal;Total;223,2;234,63;264,53;269,16;277;279,9;1,79;4,62;9,2;15,28;19,78;20,03;15,73;8,77;4,24;0,57;0,58;2,34;6,7;13,19;18,98;21,05;17,91;11,59;5,64;1,95;0,06;10,61;9,87;15,36;19,59;20,14;15,04;7,36;2;0,05;8,18;9,04;14,84;19,77;21,9;16,22;7,09;2,3;0,66;0;15,59;11,9;17,75;20,64;18,21;11,18;4,05;0,65;0,02;13,72;11,9;17,57;21,34;18,28;11,19;4,56;1,18;0,22;0,03;0
42;Santa Catarina;Total - Federal, Estadual e Municipal;Urbana;223,7;235,07;265,04;269,36;277,08;279,82;1,76;4,55;9,02;15,15;19,7;20,13;15,89;8,89;4,32;0,57;0,58;2,24;6,64;12,98;18,97;21,08;18,03;11,7;5,73;1,98;0,07;10,5;9,69;15,22;19,51;20,18;15,3;7,49;2,07;0,05;8,14;8,98;14,75;19,77;21,97;16,31;7,1;2,32;0,67;0;15,63;11,83;17,7;20,57;18,25;11,24;4,1;0,66;0,02;13,8;11,88;17,51;21,38;18,22;11,17;4,58;1,19;0,23;0,04;0
42;Santa Catarina;Total - Federal, Estadual, Municipal e Privada;Rural;217,47;229,69;257,46;266,43;273,65;282,83;2,17;5,45;11,16;16,82;20,6;18,8;13,81;7,32;3,26;0,6;0,6;3,48;7,4;15,53;19,08;20,7;16,58;10,36;4,56;1,66;0,05;12,16;12,27;17,22;20,78;19,61;11,43;5,42;1,04;0,06;8,83;9,84;16,13;19,71;20,93;15,03;6,97;2,05;0,5;0;13,98;14,63;20;23,41;16,52;8,88;2,19;0,4;0;10,22;12,54;19,88;19,79;20,53;11,92;4,02;0,92;0,18;0;0
42;Santa Catarina;Total - Federal, Estadual, Municipal e Privada;Total;227,13;239,61;269,09;275,03;284,09;289,41;1,62;4,08;8,24;14,17;19;20,39;16,59;9,94;5,16;0,8;0,51;2,05;5,96;11,81;17,56;20,24;18,64;13,42;6,87;2,82;0,12;9,69;9,03;14,25;18,45;20,02;16,42;8,96;3,09;0,1;7,42;8,12;13,5;18,33;21,08;17,22;8,64;4,09;1,6;0;13,85;10,45;15,98;19,22;18,51;13,44;6,82;1,66;0,08;11,99;10,26;15,72;19,48;17,73;12,48;7,16;2,95;1,74;0,49;0
42;Santa Catarina;Total - Federal, Estadual, Municipal e Privada;Urbana;227,86;240,36;269,82;275,57;284,32;289,56;1,58;3,97;8,02;13,97;18,88;20,51;16,8;10,14;5,31;0,82;0,5;1,94;5,85;11,53;17,44;20,2;18,79;13,65;7,05;2,91;0,13;9,53;8,82;14,06;18,31;20,04;16,73;9,18;3,22;0,1;7,33;8,01;13,33;18,24;21,09;17,36;8,75;4,22;1,67;0;13,84;10,36;15,89;19,13;18,55;13,54;6,92;1,69;0,08;12,03;10,21;15,63;19,47;17,67;12,49;7,23;2,99;1,77;0,5;0
43;Rio Grande do Sul;Estadual;Rural;208,25;220,58;257,42;261,31;272,68;275,37;2,7;8,16;14,35;19,09;18,64;18,18;11,03;5,33;2,3;0,21;1,12;3,13;10,23;17,08;23,58;20,2;14,38;6,63;2,7;0,94;0;10,89;11,71;19,76;21,43;18,84;11,5;4,72;1,1;0,05;10,22;11;16,86;20,55;21,85;13,08;4,73;1,49;0,22;0;16,51;13,88;19,12;20,47;16,74;9,42;3,48;0,38;0;15,09;12,72;18,84;23,57;16,73;9,21;2,86;0,76;0,21;0;0
43;Rio Grande do Sul;Estadual;Total;218,18;227,33;262,51;262,7;282,71;281,99;2,23;5,48;10,42;16,4;20,36;19,76;14,39;7,23;3,31;0,41;0,78;2,94;7,83;15,25;21;21,71;16,87;8,96;3,54;1,08;0,04;10,89;10,38;15,86;20,38;19,84;14,2;6,76;1,63;0,06;9,53;10,37;16,67;21,38;21,66;13,7;4,94;1,46;0,29;0;13,5;10,56;16,07;20,36;19,81;13,08;5,49;1,09;0,05;13,4;11,36;16,75;21,1;18,29;11,9;5,13;1,55;0,44;0,09;0
43;Rio Grande do Sul;Estadual;Urbana;218,55;227,58;262,75;262,77;282,98;282,16;2,21;5,38;10,27;16,3;20,42;19,82;14,52;7,3;3,35;0,41;0,76;2,93;7,75;15,18;20,9;21,76;16,96;9,05;3,57;1,09;0,04;10,89;10,31;15,67;20,33;19,89;14,33;6,86;1,66;0,06;9,5;10,34;16,66;21,42;21,66;13,74;4,95;1,46;0,29;0;13,42;10,47;15,99;20,36;19,89;13,17;5,54;1,1;0,05;13,36;11,32;16,69;21,04;18,33;11,97;5,19;1,57;0,44;0,09;0
43;Rio Grande do Sul;Federal;Rural;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;Rio Grande do Sul;Federal;Total;263,73;261,64;313,39;329,14;333,16;357,06;0;0;0;10,53;0;21,05;36,84;10,53;10,53;10,53;0;5,26;0;5,26;10,53;10,53;21,05;31,58;15,79;0;0;0,96;1,27;5,74;7,57;15,77;25,31;26,71;15,67;1;0,67;1,94;1,93;6,71;9,48;23,25;21,63;18,21;16,18;0;5,16;1,6;0,98;8,64;15,7;30,33;21,93;15,13;0,55;2,09;1,23;3,72;5,86;9,94;19,07;19,87;13,85;13,67;10,7;0
43;Rio Grande do Sul;Federal;Urbana;263,73;261,64;313,39;329,14;333,16;357,06;0;0;0;10,53;0;21,05;36,84;10,53;10,53;10,53;0;5,26;0;5,26;10,53;10,53;21,05;31,58;15,79;0;0;0,96;1,27;5,74;7,57;15,77;25,31;26,71;15,67;1;0,67;1,94;1,93;6,71;9,48;23,25;21,63;18,21;16,18;0;5,16;1,6;0,98;8,64;15,7;30,33;21,93;15,13;0,55;2,09;1,23;3,72;5,86;9,94;19,07;19,87;13,85;13,67;10,7;0
43;Rio Grande do Sul;Municipal;Rural;211,34;224,23;257,81;264,11;257,73;274,96;2,32;6,54;12,87;19,81;20,71;17,7;11,14;5,95;2,67;0,29;0,73;2,79;9,14;16,92;21,58;21,43;15,4;7,97;2,95;1,05;0,05;10,67;12,56;18,24;22,41;18,59;11,45;4,73;1,35;0;8,36;9,85;17,49;22,01;21,48;13,97;4,74;1,67;0,43;0;23,39;21,96;11,83;25,02;17,81;0;0;0;0;12,99;16,25;20,4;13,19;26,78;4,42;2,99;2,99;0;0;0
43;Rio Grande do Sul;Municipal;Total;215,18;225,36;262,9;264,84;278,59;281,63;2,38;5,93;11,58;17,83;20,45;18,6;12,99;6,83;3,04;0,38;0,74;2,94;8,62;16,34;21,49;21,27;15,75;8,51;3,23;1,08;0,03;10,53;10,39;15,69;20,78;20,27;14,18;6,34;1,77;0,05;9;9,64;16,09;21,26;22,1;14,25;5,6;1,63;0,43;0;14,23;10,16;20,05;19,44;17,68;13,79;3,41;1,23;0;10,89;15,48;14,22;22,54;18,34;11,93;5,11;1,12;0,37;0;0
43;Rio Grande do Sul;Municipal;Urbana;215,6;225,48;263,59;264,93;279,77;282,01;2,39;5,87;11,44;17,61;20,42;18,7;13,19;6,92;3,08;0,39;0,75;2,95;8,57;16,28;21,48;21,25;15,79;8,57;3,26;1,08;0,02;10,51;10,09;15,34;20,56;20,49;14,55;6,56;1,83;0,06;9,09;9,61;15,9;21,16;22,19;14,28;5,72;1,62;0,43;0;13,71;9,49;20,51;19,13;17,67;14,57;3,61;1,3;0;10,77;15,44;13,87;23,07;17,86;12,35;5,23;1,02;0,39;0;0
43;Rio Grande do Sul;Privada;Rural;244,54;260,45;288,62;289,6;267,25;279,2;0;0;7,69;0;15,38;38,46;15,38;23,08;0;0;0;0;0;0;7,69;30,77;38,46;15,38;0;7,69;0;0;9,09;9,09;9,09;36,36;18,18;9,09;9,09;0;0;9,09;9,09;9,09;27,27;36,36;9,09;0;0;0;13,95;16,28;27,91;18,6;11,63;11,63;0;0;0;6,98;13,95;23,26;25,58;25,58;0;4,65;0;0;0;0
43;Rio Grande do Sul;Privada;Total;250,95;265,97;300,69;311,01;323,25;337,53;0,63;1,59;3,33;7,02;12,1;20,23;23,95;18,33;10,98;1,84;0,13;1,45;2,2;3,87;7,32;17,12;22,54;23,88;14,4;6,66;0,44;3,83;2,42;5,33;11,47;18,74;26,38;23,24;8,59;0;2,05;1,34;4,42;9,19;17,25;25,83;23,53;11,76;4,64;0;5,48;2,61;4,18;8,99;21,58;29,01;20,03;7,8;0,31;3,86;2,97;4,74;8,06;15,31;19,19;22,63;13,84;6,77;2,64;0
43;Rio Grande do Sul;Privada;Urbana;250,96;265,98;300,7;311,04;323,63;337,92;0,63;1,59;3,32;7,03;12,09;20,2;23,96;18,32;11;1,85;0,13;1,45;2,2;3,88;7,32;17,09;22,5;23,9;14,43;6,66;0,44;3,83;2,41;5,33;11,47;18,72;26,39;23,26;8,59;0;2,05;1,33;4,41;9,19;17,24;25,81;23,55;11,77;4,64;0;5,43;2,52;4,02;8,93;21,65;29,13;20,17;7,85;0,31;3,84;2,89;4,62;7,94;15,24;19,32;22,75;13,93;6,82;2,66;0
43;Rio Grande do Sul;Total - Estadual e Municipal;Rural;210,75;223,54;257,69;263,27;272,29;275,36;2,39;6,85;13,15;19,67;20,32;17,79;11,12;5,83;2,6;0,28;0,81;2,85;9,35;16,95;21,96;21,19;15,2;7,72;2,9;1,03;0,04;10,74;12,3;18,7;22,12;18,66;11,46;4,73;1,28;0,02;8,92;10,2;17,3;21,57;21,59;13,7;4,74;1,61;0,36;0;16,69;14,09;18,93;20,59;16,77;9,17;3,39;0,37;0;15,04;12,81;18,88;23,3;16,99;9,08;2,87;0,82;0,21;0;0
43;Rio Grande do Sul;Total - Estadual e Municipal;Total;216,36;226,13;262,7;263,72;282,66;281,98;2,32;5,76;11,12;17,27;20,41;19,06;13,54;6,99;3,15;0,39;0,76;2,94;8,31;15,91;21,3;21,44;16,19;8,69;3,35;1,08;0,03;10,72;10,38;15,78;20,57;20,04;14,19;6,56;1,7;0,05;9,28;10,02;16,39;21,32;21,87;13,96;5,25;1,54;0,35;0;13,51;10,55;16,13;20,35;19,78;13,09;5,46;1,09;0,05;13,37;11,41;16,72;21,12;18,29;11,9;5,13;1,54;0,43;0,09;0
