CO_UF;NO_UF;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LP12;nivel_1_LP12;nivel_2_LP12;nivel_3_LP12;nivel_4_LP12;nivel_5_LP12;nivel_6_LP12;nivel_7_LP12;nivel_8_LP12;nivel_0_MT12;nivel_1_MT12;nivel_2_MT12;nivel_3_MT12;nivel_4_MT12;nivel_5_MT12;nivel_6_MT12;nivel_7_MT12;nivel_8_MT12;nivel_9_MT12;nivel_10_MT12
50;Mato Grosso do Sul;Total - Federal, Estadual e Municipal;Total;Interior;211,16;219,61;259,76;259,11;264,17;264,85;6,3;13,35;19,97;21,71;17,57;11,61;5,27;2,03;0,46;0,65;3,84;10,52;18,45;22,03;21,06;13,7;6,38;2,52;0,7;0,14;10,01;11,3;17,47;22,55;21,12;11,72;4,42;1,4;0;9,09;13,23;19,71;21,41;18,41;11,62;4,67;1,41;0,38;0,08;21,11;16,51;20,42;19,63;13,3;6,46;2,06;0,5;0,01;19,71;18,96;21,2;17;13,21;6,7;2,38;0,59;0,21;0,03;0
50;Mato Grosso do Sul;Total - Federal, Estadual e Municipal;Total;Total;212,14;219,98;260,08;259,25;266,21;267,42;6,08;12,92;19,84;21,62;17,84;11,88;5,46;2,18;0,46;0,66;3,73;10,36;18,36;22,22;20,82;13,99;6,47;2,55;0,69;0,15;10,22;11,31;17,2;22,02;20,8;12,29;4,64;1,52;0;9,36;13,03;19,64;21,4;18,07;11,56;4,83;1,56;0,44;0,1;20,85;15,49;19,62;19,16;14,06;7,49;2,54;0,77;0,02;19,22;17,71;20,55;17,02;13,86;7,48;2,88;0,79;0,4;0,09;0,01
50;Mato Grosso do Sul;Total - Federal, Estadual e Municipal;Urbana;Capital;215,03;221,09;260,89;259,69;270,98;273,41;5,41;11,75;19,56;21,26;18,62;12,72;6,03;2,63;0,49;0,66;3,41;9,89;18,05;22,78;20,13;14,91;6,72;2,62;0,66;0,17;10,71;11,28;16,64;20,67;20,07;13,7;5,13;1,81;0;9,99;12,47;19,48;21,41;17,33;11,44;5,22;1,92;0,6;0,14;20,24;13,13;17,76;18,1;15,85;9,83;3,64;1,41;0,04;18,12;14,7;19;17,14;15,38;9,27;4,03;1,24;0,84;0,24;0,02
50;Mato Grosso do Sul;Total - Federal, Estadual e Municipal;Urbana;Interior;215,22;223,21;262,42;261,34;265,86;266,41;4,8;11,79;19,67;22,64;18,83;12,55;5,73;2,27;0,52;0,44;2,77;9,1;17,57;22,57;22,05;14,84;6,93;2,78;0,79;0,15;8,42;10,62;17,21;23,07;22,08;12,33;4,77;1,5;0;7,73;12,63;19,64;21,92;18,95;12,24;4,95;1,45;0,4;0,09;19,9;16,11;20,52;20,09;13,88;6,74;2,23;0,52;0,01;18,86;18,47;21,01;17,51;13,68;7,08;2,49;0,64;0,23;0,03;0
50;Mato Grosso do Sul;Total - Federal, Estadual e Municipal;Urbana;Total;215,17;222,62;261,92;260,8;267,52;268,68;4,97;11,78;19,64;22,26;18,77;12,59;5,81;2,37;0,51;0,5;2,95;9,32;17,7;22,63;21,51;14,86;6,87;2,74;0,75;0,16;9,17;10,84;17,02;22,28;21,42;12,78;4,89;1,6;0;8,48;12,58;19,59;21,75;18,42;11,97;5,04;1,61;0,47;0,11;20,01;15,14;19,63;19,45;14,52;7,74;2,69;0,8;0,02;18,62;17,25;20,36;17,39;14,23;7,79;2,99;0,84;0,43;0,1;0,01
50;Mato Grosso do Sul;Total - Federal, Estadual, Municipal e Privada;Rural;Capital;213,16;219,04;256,24;251,86;250,96;249,76;7,1;8,19;15,02;26,61;19,99;12,01;5,53;1,9;0,55;1,18;3,62;10,09;20,32;21,42;19,34;12,64;7,3;2,92;1,16;0;11,44;14,82;13,06;28,86;20,22;6,12;4,66;0,82;0;9,8;18,66;20,86;20,9;16,06;10,75;2,98;0;0;0;25,57;19,52;24,38;18,43;4,95;7,14;0;0;0;16,86;36,95;29,33;7,33;5,95;3,57;0;0;0;0;0
50;Mato Grosso do Sul;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;186,56;197,88;239,97;242,76;248,16;250,98;15,43;22,77;21,72;16,01;9,91;5,93;2,37;0,66;0,03;1,93;10,33;19,03;23,71;19,02;14,82;6,87;3,06;1,04;0,15;0,06;21,81;16,22;19,57;18,66;14,05;7,16;1,89;0,63;0;18,8;17,83;20,25;17,89;14,38;6,91;2,56;1,07;0,31;0;32,45;20,44;19,73;14,93;7,58;4;0,55;0,32;0;27,46;23,73;22,8;11,9;8,68;3,3;1,47;0,53;0,14;0;0
50;Mato Grosso do Sul;Total - Federal, Estadual, Municipal e Privada;Rural;Total;187,83;198,89;240,84;243,24;248,26;250,94;15,03;22,07;21,41;16,52;10,39;6,22;2,52;0,72;0,05;1,89;10,02;18,61;23,54;19,13;15,03;7,15;3,26;1,13;0,19;0,06;21,26;16,15;19,22;19,21;14,38;7,1;2,04;0,64;0;18,32;17,87;20,28;18,05;14,47;7,11;2,59;1,01;0,3;0;32,21;20,41;19,89;15,05;7,49;4,11;0,53;0,31;0;27,1;24,18;23,02;11,74;8,59;3,31;1,42;0,51;0,13;0;0
50;Mato Grosso do Sul;Total - Federal, Estadual, Municipal e Privada;Total;Capital;221,29;228,44;266,73;267,11;281,38;286,55;4,5;10,07;17,49;19,91;19,9;14,44;8,14;3,54;0,7;0,55;2,83;8,19;15,98;20,59;20,17;16,45;9,7;3,62;1,36;0,56;9,76;9,94;14,6;19,77;20,14;15,84;6,75;3,19;0;8,75;10,97;17,29;19,87;17,54;13,17;7,21;3,77;1,27;0,16;17,19;10,93;15,54;16,02;16,75;14,01;6,74;2,53;0,3;15,24;12,63;16,3;15,11;15,54;11,27;6,69;3,26;2,7;1,16;0,09
50;Mato Grosso do Sul;Total - Federal, Estadual, Municipal e Privada;Total;Interior;213,88;222,52;261,69;261,48;267,5;269,11;5,89;12,52;19,05;21,2;18,26;12,33;6,05;2,47;0,55;0,61;3,62;9,79;17,52;21,41;20,98;14,57;7,1;3,24;0,96;0,21;9,57;10,96;16,91;22,03;21,25;12,46;5,17;1,66;0;8,61;12,67;19,06;21,03;18,59;12,17;5,38;1,86;0,56;0,07;20,16;15,6;19,52;19,27;13,94;7,72;2,97;0,77;0,06;18,64;17,99;20,07;16,73;13,5;7,78;3,18;1,47;0,51;0,14;0
50;Mato Grosso do Sul;Total - Federal, Estadual, Municipal e Privada;Total;Total;215,96;224,17;263,34;263,32;272,12;274,91;5,5;11,83;18,61;20,84;18,72;12,92;6,63;2,77;0,59;0,59;3,4;9,34;17,09;21,18;20,75;15,1;7,82;3,35;1,07;0,31;9,63;10,62;16,15;21,29;20,89;13,57;5,68;2,16;0;8,65;12,12;18,48;20,65;18,25;12,49;5,98;2,49;0,79;0,1;19,17;14,05;18,19;18,19;14,88;9,81;4,22;1,35;0,14;17,51;16,2;18,82;16,19;14,18;8,94;4,35;2,06;1,24;0,48;0,03
50;Mato Grosso do Sul;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;221,43;228,6;266,87;267,31;281,57;286,77;4,46;10,11;17,53;19,8;19,9;14,48;8,19;3,56;0,7;0,54;2,81;8,15;15,9;20,57;20,19;16,52;9,74;3,64;1,37;0,57;9,74;9,87;14,62;19,65;20,14;15,97;6,78;3,22;0;8,74;10,87;17,24;19,86;17,56;13,2;7,27;3,82;1,28;0,16;17,14;10,88;15,48;16;16,82;14,05;6,78;2,55;0,3;15,23;12,48;16,22;15,15;15,6;11,32;6,73;3,28;2,72;1,17;0,09
50;Mato Grosso do Sul;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;217,96;226,2;264,44;263,85;269,29;270,79;4,47;10,99;18,65;21,98;19,51;13,29;6,6;2,74;0,63;0,41;2,62;8,4;16,6;21,77;21,9;15,72;7,7;3,57;1,08;0,24;8,02;10,29;16,57;22,46;22,16;13,13;5,58;1,79;0;7,32;12,02;18,9;21,43;19,12;12,83;5,74;1,96;0,59;0,08;19,02;15,15;19,5;19,67;14,54;8,06;3,19;0,81;0,06;17,82;17,45;19,82;17,17;13,95;8,2;3,34;1,56;0,54;0,15;0
50;Mato Grosso do Sul;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;219,02;226,93;265,29;265,07;273,6;276,4;4,46;10,72;18,31;21,31;19,63;13,65;7,08;2,99;0,65;0,45;2,68;8,33;16,39;21,4;21,38;15,97;8,32;3,59;1,17;0,34;8,62;10,14;15,89;21,48;21,45;14,13;6;2,29;0;7,81;11,62;18,32;20,88;18,58;12,96;6,27;2,62;0,83;0,11;18,36;13,65;18,09;18,38;15,34;10,16;4,45;1,42;0,15;16,91;15,71;18,56;16,46;14,53;9,29;4,53;2,16;1,31;0,51;0,03
51;Mato Grosso;Estadual;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Estadual;Rural;Interior;193,99;205,09;236,83;238,59;247,14;251,68;12,24;19,09;21,86;16,43;14,82;6,21;3,4;0,92;0,23;1,58;8,21;15,9;22,09;19,96;16,9;9,63;4,07;1,18;0,27;0,22;23,19;18,27;17,49;19,06;13,22;5,92;2,32;0,53;0;20,58;17,43;22,17;17,99;12,89;5,78;2,1;0,93;0,08;0,06;33,36;19,73;20,86;14,92;6,46;3,67;0,76;0,24;0;26,61;23,73;21,43;15,56;7,52;3,91;1,03;0,22;0;0;0
51;Mato Grosso;Estadual;Rural;Total;193,99;205,09;236,83;238,59;247,14;251,68;12,24;19,09;21,86;16,43;14,82;6,21;3,4;0,92;0,23;1,58;8,21;15,9;22,09;19,96;16,9;9,63;4,07;1,18;0,27;0,22;23,19;18,27;17,49;19,06;13,22;5,92;2,32;0,53;0;20,58;17,43;22,17;17,99;12,89;5,78;2,1;0,93;0,08;0,06;33,36;19,73;20,86;14,92;6,46;3,67;0,76;0,24;0;26,61;23,73;21,43;15,56;7,52;3,91;1,03;0,22;0;0;0
51;Mato Grosso;Estadual;Total;Capital;202,02;206,18;241,84;239,95;247,55;247,92;9,2;16,08;18,51;20,41;16,09;9,34;4,15;1,6;0,13;1,62;8,08;15,51;20,76;20,5;17,66;10,31;4,24;1,24;0,08;0;22,6;15,16;17,28;17,33;15,46;8,6;2,67;0,9;0;19,86;17,76;21,96;18,08;11,81;6,74;2,65;0,95;0,14;0,06;36,57;15,66;17,58;14,63;9,54;4,27;1,52;0,2;0,03;33,06;21,16;18,84;12,77;8,25;3,94;1,64;0,26;0,09;0;0
51;Mato Grosso;Estadual;Total;Interior;205,85;215,14;246,01;244,99;257,6;259,33;9,26;13,92;18,51;19,23;16,41;10,47;5,55;2,01;0,45;1,5;5,95;13,04;18,22;19,7;18,58;13,17;6,78;2,22;0,66;0,18;19,71;14,09;17,28;18,98;16,16;9,29;3,43;1,06;0;17,88;16,71;19,94;18,59;14,07;8,22;3,31;0,99;0,24;0,04;26,37;17,24;19,25;17,78;11,9;5,46;1,65;0,34;0,01;23,7;19,86;20,23;16,28;11,53;5,81;2,01;0,46;0,1;0,01;0
51;Mato Grosso;Estadual;Total;Total;205,28;213,81;245,31;244,14;255,97;257,48;9,25;14,24;18,51;19,41;16,36;10,31;5,34;1,95;0,41;1,52;6,27;13,41;18,6;19,82;18,44;12,75;6,41;2,08;0,57;0,15;20,19;14,27;17,28;18,7;16,04;9,18;3,31;1,03;0;18,21;16,89;20,28;18,5;13,69;7,97;3,2;0,98;0,22;0,05;28,02;16,99;18,98;17,27;11,52;5,27;1,63;0,32;0,01;25,22;20,07;20,01;15,71;11;5,51;1,95;0,43;0,09;0,01;0
51;Mato Grosso;Estadual;Urbana;Capital;202,02;206,18;241,84;239,95;247,55;247,92;9,2;16,08;18,51;20,41;16,09;9,34;4,15;1,6;0,13;1,62;8,08;15,51;20,76;20,5;17,66;10,31;4,24;1,24;0,08;0;22,6;15,16;17,28;17,33;15,46;8,6;2,67;0,9;0;19,86;17,76;21,96;18,08;11,81;6,74;2,65;0,95;0,14;0,06;36,57;15,66;17,58;14,63;9,54;4,27;1,52;0,2;0,03;33,06;21,16;18,84;12,77;8,25;3,94;1,64;0,26;0,09;0;0
51;Mato Grosso;Estadual;Urbana;Interior;206,83;215,97;246,92;245,62;258,78;260,19;9,02;13,49;18,23;19,46;16,54;10,83;5,72;2,1;0,47;1,49;5,76;12,81;17,9;19,68;18,71;13,46;7,01;2,31;0,69;0,18;19,37;13,68;17,26;18,97;16,45;9,63;3,54;1,11;0;17,61;16,64;19,73;18,64;14,19;8,46;3,43;1;0,25;0,04;25,58;16,96;19,07;18,1;12,52;5,66;1,75;0,35;0,01;23,37;19,43;20,1;16,37;11,99;6,02;2,12;0,49;0,11;0,01;0
51;Mato Grosso;Estadual;Urbana;Total;206,07;214,42;246;244,59;256,79;258,02;9,05;13,9;18,28;19,61;16,47;10,59;5,47;2,02;0,42;1,51;6,13;13,23;18,35;19,81;18,55;12,96;6,57;2,14;0,59;0,15;19,95;13,95;17,26;18,68;16,27;9,44;3,39;1,07;0;18,02;16,84;20,13;18,54;13,76;8,15;3,29;0,99;0,23;0,05;27,52;16,73;18,8;17,49;11,99;5,42;1,71;0,32;0,02;25,09;19,73;19,87;15,73;11,33;5,65;2,04;0,45;0,1;0,01;0
51;Mato Grosso;Federal;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Federal;Rural;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Federal;Rural;Total;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Federal;Total;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Federal;Total;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Federal;Total;Total;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Federal;Urbana;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Federal;Urbana;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Federal;Urbana;Total;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Municipal;Rural;Capital;193,47;201,84;239,16;239,95;0;0;15,07;22,95;17,68;19,43;13,27;4,69;3,77;1,45;0;2,39;7,48;16,59;23,15;24,48;12,11;9,24;3,2;1,37;0;0;21,57;11,87;26,37;19,73;9,19;7,88;3,37;0;0;16,86;16,69;25,91;23,05;11,97;3,37;2,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Municipal;Rural;Interior;192,82;203,03;240,77;241,4;0;0;12,94;19,2;19,17;17,86;13,45;7,02;3,4;0,83;0,22;2;8,72;17,69;20,22;21,63;14,62;9,46;4;1,19;0,29;0,19;21,63;14,88;20,45;19,75;12,81;7,55;1,96;0,96;0;18,96;17,34;20,81;20,03;12,85;6,38;2,91;0,48;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Municipal;Rural;Total;192,86;202,95;240,69;241,33;0;0;13,08;19,45;19,07;17,96;13,44;6,86;3,43;0,87;0,2;2,03;8,64;17,61;20,41;21,82;14,46;9,44;3,95;1,2;0,27;0,17;21,63;14,73;20,75;19,75;12,63;7,56;2,03;0,91;0;18,85;17,31;21,06;20,18;12,81;6,23;2,87;0,46;0,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Municipal;Total;Capital;205,48;211,83;248,53;242,82;0;0;8,77;16,07;18,43;19,92;16,21;10,35;4,65;1,85;0,56;1,21;6,14;14,06;19,92;21,07;18,09;11,34;5,43;2,15;0,5;0,09;14,92;15,2;22,8;19,8;14,73;8,32;3,84;0,39;0;14,19;18,87;25,88;19,01;13,61;6,35;1,69;0,41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Municipal;Total;Interior;205,84;214,46;251,42;251,91;0;0;8,94;14,83;18,63;18,95;16,59;10,48;5,19;2,02;0,52;1,42;5,8;13,13;18,64;20,67;18,06;12,88;6,45;2,18;0,6;0,16;16,85;12,8;17,54;19,27;16,86;10,88;4,15;1,65;0;15,42;13,61;19,08;19,67;15,43;9,9;4,8;1,55;0,46;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Municipal;Total;Total;205,79;214,09;251,29;251,5;0;0;8,91;15,01;18,61;19,08;16,54;10,46;5,11;2;0,52;1,39;5,85;13,26;18,82;20,73;18,06;12,67;6,31;2,17;0,58;0,15;16,76;12,91;17,77;19,29;16,76;10,77;4,14;1,59;0;15,36;13,84;19,38;19,64;15,35;9,74;4,66;1,5;0,44;0,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Municipal;Urbana;Capital;206,28;212,49;252,21;243,95;0;0;8,35;15,61;18,48;19,95;16,4;10,73;4,71;1,87;0,59;1,13;6,05;13,89;19,71;20,84;18,49;11,48;5,58;2,2;0,53;0,1;12,3;16,5;21,39;19,82;16,91;8,5;4,02;0,55;0;13,14;19,73;25,88;17,42;14,25;7,52;1,5;0,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Municipal;Urbana;Interior;208,01;216,36;254,92;255,36;0;0;8,27;14,1;18,55;19,13;17,11;11,06;5,48;2,22;0,57;1,32;5,32;12,37;18,38;20,51;18,63;13,45;6,86;2,34;0,65;0,16;15,27;12,12;16,58;19,11;18,19;11,98;4,87;1,88;0;14,25;12,38;18,51;19,56;16,28;11,06;5,42;1,9;0,53;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Municipal;Urbana;Total;207,75;215,78;254,8;254,87;0;0;8,28;14,33;18,54;19,26;17,01;11,01;5,37;2,17;0,57;1,29;5,43;12,6;18,58;20,56;18,61;13,16;6,67;2,32;0,63;0,15;15,15;12,31;16,79;19,14;18,13;11,83;4,84;1,82;0;14,21;12,69;18,83;19,46;16,19;10,9;5,25;1,84;0,5;0,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Privada;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Privada;Rural;Interior;259,54;268,69;0;0;0;0;0;0;0;18,75;25;25;18,75;6,25;6,25;0;0;0;0;12,5;18,75;37,5;6,25;12,5;12,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Privada;Rural;Total;259,54;268,69;0;0;0;0;0;0;0;18,75;25;25;18,75;6,25;6,25;0;0;0;0;12,5;18,75;37,5;6,25;12,5;12,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Privada;Total;Capital;248,72;257,12;295,61;304,11;307,11;320,17;1,9;2,27;6,72;15,68;24,18;23,65;16,83;7,8;0,99;0;0,63;0;7,65;14,03;19,76;25,18;18,35;10,3;3,46;0,65;3,57;3,42;8,82;13,21;21,8;21,41;18,5;9,27;0;1,15;3,79;8,21;16,1;15,36;21,53;14,28;14,16;5,07;0,36;4,73;5,61;12,27;17,47;21,23;21,26;13,2;3,79;0,43;4,86;6,14;10,24;13,07;16,88;19,53;12,56;9,45;5,06;2,2;0
51;Mato Grosso;Privada;Total;Interior;244,33;256,49;295,14;301,8;310,91;324,72;1,8;3,71;7,83;18,27;22,31;22,38;13,94;7,14;2,32;0,54;1,14;3,1;6,39;10,77;18,29;24,98;19,24;9,98;4,28;1,28;2,38;4,21;7,9;14,77;21,41;26,16;13,79;9,37;0;1,83;2,92;7,21;15,06;20,74;22,47;17,12;6,38;4,91;1,37;7,29;4,69;7,51;15,82;21,75;21,75;15,86;4,95;0,37;5,03;4,54;8,12;12,72;15,92;21,87;15,25;9,2;5,07;2,28;0
51;Mato Grosso;Privada;Total;Total;246,18;256,75;295,35;302,8;308,97;322,4;1,84;3,1;7,36;17,18;23,1;22,91;15,16;7,41;1,76;0,31;0,93;1,79;6,92;12,14;18,91;25,06;18,87;10,11;3,93;1,01;2,89;3,87;8,3;14,1;21,58;24,1;15,83;9,33;0;1,54;3,29;7,64;15,51;18,41;22,06;15,89;9,75;4,98;0,93;5,99;5,16;9,94;16,66;21,49;21,5;14,5;4,36;0,4;4,95;5,36;9,2;12,89;16,41;20,68;13,88;9,33;5,06;2,24;0
51;Mato Grosso;Privada;Urbana;Capital;248,72;257,12;295,61;304,11;307,11;320,17;1,9;2,27;6,72;15,68;24,18;23,65;16,83;7,8;0,99;0;0,63;0;7,65;14,03;19,76;25,18;18,35;10,3;3,46;0,65;3,57;3,42;8,82;13,21;21,8;21,41;18,5;9,27;0;1,15;3,79;8,21;16,1;15,36;21,53;14,28;14,16;5,07;0,36;4,73;5,61;12,27;17,47;21,23;21,26;13,2;3,79;0,43;4,86;6,14;10,24;13,07;16,88;19,53;12,56;9,45;5,06;2,2;0
51;Mato Grosso;Privada;Urbana;Interior;244,24;256,42;295,14;301,8;310,91;324,72;1,81;3,73;7,87;18,27;22,3;22,37;13,92;7,14;2,3;0,54;1,15;3,12;6,43;10,76;18,29;24,91;19,32;9,96;4,23;1,29;2,38;4,21;7,9;14,77;21,41;26,16;13,79;9,37;0;1,83;2,92;7,21;15,06;20,74;22,47;17,12;6,38;4,91;1,37;7,29;4,69;7,51;15,82;21,75;21,75;15,86;4,95;0,37;5,03;4,54;8,12;12,72;15,92;21,87;15,25;9,2;5,07;2,28;0
51;Mato Grosso;Privada;Urbana;Total;246,13;256,72;295,35;302,8;308,97;322,4;1,85;3,11;7,39;17,18;23,09;22,91;15,15;7,42;1,74;0,31;0,93;1,8;6,94;12,14;18,91;25,02;18,91;10,11;3,9;1,02;2,89;3,87;8,3;14,1;21,58;24,1;15,83;9,33;0;1,54;3,29;7,64;15,51;18,41;22,06;15,89;9,75;4,98;0,93;5,99;5,16;9,94;16,66;21,49;21,5;14,5;4,36;0,4;4,95;5,36;9,2;12,89;16,41;20,68;13,88;9,33;5,06;2,24;0
51;Mato Grosso;Total - Estadual e Municipal;Rural;Capital;193,47;201,84;239,16;239,95;0;0;15,07;22,95;17,68;19,43;13,27;4,69;3,77;1,45;0;2,39;7,48;16,59;23,15;24,48;12,11;9,24;3,2;1,37;0;0;21,57;11,87;26,37;19,73;9,19;7,88;3,37;0;0;16,86;16,69;25,91;23,05;11,97;3,37;2,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;Mato Grosso;Total - Estadual e Municipal;Rural;Interior;193,12;203,56;238,46;239,75;247,14;251,68;12,76;19,17;19,87;17,49;13,8;6,81;3,4;0,85;0,22;1,89;8,59;17,22;20,7;21,2;15,21;9,5;4,02;1,19;0,28;0,19;22,54;16,87;18,72;19,35;13,05;6,59;2,17;0,71;0;19,91;17,4;21,6;18,83;12,88;6,03;2,44;0,74;0,15;0,04;33,36;19,73;20,86;14,92;6,46;3,67;0,76;0,24;0;26,61;23,73;21,43;15,56;7,52;3,91;1,03;0,22;0;0;0
51;Mato Grosso;Total - Estadual e Municipal;Rural;Total;193,14;203,47;238,48;239,76;247,14;251,68;12,87;19,36;19,76;17,58;13,78;6,7;3,42;0,88;0,21;1,91;8,53;17,19;20,82;21,36;15,06;9,49;3,98;1,2;0,27;0,18;22,52;16,76;18,88;19,36;12,97;6,62;2,2;0,69;0;19,84;17,38;21,7;18,92;12,86;5,97;2,43;0,73;0,14;0,04;33,36;19,73;20,86;14,92;6,46;3,67;0,76;0,24;0;26,61;23,73;21,43;15,56;7,52;3,91;1,03;0,22;0;0;0
51;Mato Grosso;Total - Estadual e Municipal;Total;Capital;204,06;209,5;242,21;240,11;247,55;247,92;8,95;16,07;18,46;20,12;16,16;9,94;4,44;1,74;0,38;1,38;6,94;14,66;20,27;20,83;17,91;10,91;4,94;1,77;0,33;0,05;22,16;15,16;17,6;17,47;15,42;8,58;2,74;0,87;0;19,54;17,82;22,18;18,13;11,91;6,72;2,6;0,92;0,13;0,05;36,57;15,66;17,58;14,63;9,54;4,27;1,52;0,2;0,03;33,06;21,16;18,84;12,77;8,25;3,94;1,64;0,26;0,09;0;0
