CO_REGIAO;NO_REGIAO;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LP12;nivel_1_LP12;nivel_2_LP12;nivel_3_LP12;nivel_4_LP12;nivel_5_LP12;nivel_6_LP12;nivel_7_LP12;nivel_8_LP12;nivel_0_MT12;nivel_1_MT12;nivel_2_MT12;nivel_3_MT12;nivel_4_MT12;nivel_5_MT12;nivel_6_MT12;nivel_7_MT12;nivel_8_MT12;nivel_9_MT12;nivel_10_MT12
3;Sudeste;Municipal;Total;Capital;215,66;225,1;255,46;255,94;254,62;253,48;6,39;12,19;17,28;19,95;18,17;13,07;7,18;3,08;0,62;0,63;3,26;8,94;16,04;20,62;21,74;16,55;8,26;2,93;0,81;0,21;15,56;12,16;15,78;18,65;18,36;12,25;5,18;2,06;0;12,33;13,33;19,16;20,47;17,09;10,8;4,57;1,63;0,51;0,1;32,47;13,43;18,6;13,29;12,15;7,1;2,62;0,35;0;32,23;17,12;16,54;14,89;10,06;6,58;1,9;0,7;0;0;0
3;Sudeste;Municipal;Total;Interior;221,76;231,52;260,84;260,82;286,27;290,22;5,35;10,11;15,46;19,21;19,15;14,93;8,67;4,06;1,02;0,73;3,16;7,99;13,77;18,34;20,52;17,91;10,8;4,69;1,58;0,49;12,56;10,78;15,6;19,53;19,53;13,62;5,95;2,42;0;11,04;12,19;18;20,02;17,36;12,09;6,02;2,36;0,77;0,16;14,47;9,38;13,1;19,52;18,72;14,89;7,85;1,9;0,17;11,93;12,45;15,15;16,52;16,24;13,69;8,5;3,73;1,44;0,34;0,02
3;Sudeste;Municipal;Total;Total;220,7;230,41;259,47;259,57;281,78;285;5,53;10,47;15,78;19,34;18,98;14,61;8,41;3,89;0,95;0,71;3,17;8,16;14,17;18,74;20,73;17,68;10,36;4,39;1,45;0,45;13,32;11,13;15,65;19,31;19,23;13,27;5,76;2,33;0;11,37;12,48;18,3;20,13;17,29;11,76;5,65;2,17;0,7;0,14;17,03;9,96;13,88;18,63;17,78;13,79;7,11;1,68;0,14;14,81;13,11;15,35;16,29;15,36;12,68;7,56;3,3;1,24;0,29;0,01
3;Sudeste;Municipal;Urbana;Capital;215,66;225,1;255,46;255,94;254,62;253,48;6,39;12,19;17,28;19,95;18,17;13,07;7,18;3,08;0,62;0,63;3,26;8,94;16,04;20,62;21,74;16,55;8,26;2,93;0,81;0,21;15,56;12,16;15,78;18,65;18,36;12,25;5,18;2,06;0;12,33;13,33;19,16;20,47;17,09;10,8;4,57;1,63;0,51;0,1;32,47;13,43;18,6;13,29;12,15;7,1;2,62;0,35;0;32,23;17,12;16,54;14,89;10,06;6,58;1,9;0,7;0;0;0
3;Sudeste;Municipal;Urbana;Interior;222,37;232,1;261,7;261,62;286,28;290,11;5,26;9,94;15,28;19,13;19,24;15,13;8,83;4,16;1,04;0,73;3,08;7,87;13,58;18,21;20,54;18,08;10,98;4,8;1,63;0,51;12,27;10,6;15,39;19,42;19,66;13,99;6,15;2,51;0;10,78;11,99;17,81;19,97;17,53;12,31;6,2;2,44;0,81;0,16;14,61;9,26;13,06;19,49;18,59;15;7,88;1,94;0,17;11,99;12,49;15,22;16,45;16,24;13,54;8,5;3,78;1,44;0,33;0,02
3;Sudeste;Municipal;Urbana;Total;221,14;230,82;260;260,07;281,69;284,8;5,46;10,35;15,65;19,28;19,04;14,75;8,53;3,96;0,97;0,71;3,12;8,06;14,03;18,65;20,76;17,8;10,48;4,46;1,48;0,45;13,17;11,02;15,5;19,21;19,31;13,51;5,89;2,39;0;11,2;12,35;18,18;20,1;17,41;11,9;5,76;2,22;0,73;0,15;17,2;9,86;13,86;18,59;17,66;13,86;7,12;1,71;0,15;14,92;13,16;15,41;16,23;15,34;12,53;7,55;3,33;1,23;0,28;0,01
3;Sudeste;Privada;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;Sudeste;Privada;Rural;Interior;232,07;244,74;280,73;280,19;315,57;326,06;1,11;2,54;15,33;26,78;20,9;17,86;12,17;2,98;0,17;0;0;1,11;19,69;16,3;19,8;19,22;12,59;6,88;4,4;0;8,09;6,3;10,2;16;23,63;17,33;11,5;6,96;0;5,73;6,41;16,12;15,18;20,75;19,52;9,11;3,77;3,41;0;3,76;4,5;7,3;14,43;25,37;23,9;14,14;5,73;0,87;2,26;5,42;7,99;11,79;16,79;22,55;19,71;9,25;3,41;0,82;0
3;Sudeste;Privada;Rural;Total;232,07;244,74;280,73;280,19;315,57;326,06;1,11;2,54;15,33;26,78;20,9;17,86;12,17;2,98;0,17;0;0;1,11;19,69;16,3;19,8;19,22;12,59;6,88;4,4;0;8,09;6,3;10,2;16;23,63;17,33;11,5;6,96;0;5,73;6,41;16,12;15,18;20,75;19,52;9,11;3,77;3,41;0;3,76;4,5;7,3;14,43;25,37;23,9;14,14;5,73;0,87;2,26;5,42;7,99;11,79;16,79;22,55;19,71;9,25;3,41;0,82;0
3;Sudeste;Privada;Total;Capital;246,25;259,37;300,7;311,23;316,18;332,53;1,01;5,26;8,46;15,71;22,24;20,51;14,64;8,96;2,85;0,38;0,83;2,77;7,02;12,3;16,52;22,47;18,26;11;6,17;2,27;2,96;4,04;5,92;11,14;20,56;23,64;17,84;13,89;0;2,55;2,74;5,87;13,55;14,81;17,56;19,17;12,76;8,53;2,46;6,85;4,85;8,58;13,06;16,38;21,14;18,59;9,05;1,5;5,81;6,5;7,42;11,64;12,34;13,26;14,09;11,44;11,56;5,92;0,01
3;Sudeste;Privada;Total;Interior;249,41;262,6;299,76;312,88;320,14;336,65;1,36;2,26;6,6;17,12;21,06;25,27;16,3;7,72;1,99;0;0,62;2,11;5,24;10,17;19,87;22,97;21,01;9,75;5,93;2,34;2,03;3,56;6,05;13,23;22,21;23,34;18,83;10,74;0;1,58;2,72;6,1;10,44;17,84;19,4;19,67;12,57;7,24;2,44;4,61;3,25;6,73;13,18;20,31;25,08;18,82;7,06;0,95;3,33;3,97;7,24;10,05;13,92;17,8;17,55;13,59;8,76;3,78;0
3;Sudeste;Privada;Total;Total;248,33;261,49;300,09;312,31;318,71;335,16;1,24;3,29;7,24;16,64;21,46;23,63;15,73;8,15;2,28;0,13;0,69;2,33;5,85;10,9;18,72;22,8;20,07;10,18;6,01;2,31;2,36;3,73;6,01;12,5;21,64;23,44;18,49;11,84;0;1,92;2,72;6,02;11,52;16,78;18,76;19,5;12,64;7,69;2,45;5,42;3,83;7,4;13,14;18,89;23,66;18,74;7,78;1,15;4,23;4,88;7,3;10,63;13,35;16,16;16,3;12,81;9,77;4,56;0
3;Sudeste;Privada;Urbana;Capital;246,25;259,37;300,7;311,23;316,18;332,53;1,01;5,26;8,46;15,71;22,24;20,51;14,64;8,96;2,85;0,38;0,83;2,77;7,02;12,3;16,52;22,47;18,26;11;6,17;2,27;2,96;4,04;5,92;11,14;20,56;23,64;17,84;13,89;0;2,55;2,74;5,87;13,55;14,81;17,56;19,17;12,76;8,53;2,46;6,85;4,85;8,58;13,06;16,38;21,14;18,59;9,05;1,5;5,81;6,5;7,42;11,64;12,34;13,26;14,09;11,44;11,56;5,92;0,01
3;Sudeste;Privada;Urbana;Interior;249,55;262,75;299,9;313,12;320,17;336,71;1,36;2,26;6,53;17,04;21,06;25,33;16,34;7,76;2,01;0;0,63;2,11;5,12;10,13;19,87;23;21,08;9,77;5,94;2,35;1,98;3,54;6,02;13,21;22,2;23,38;18,89;10,77;0;1,55;2,69;6,03;10,4;17,82;19,4;19,75;12,64;7,27;2,46;4,62;3,25;6,73;13,18;20,28;25,09;18,84;7,07;0,95;3,34;3,96;7,24;10,04;13,91;17,78;17,54;13,61;8,79;3,8;0
3;Sudeste;Privada;Urbana;Total;248,41;261,58;300,18;312,46;318,72;335,19;1,24;3,29;7,19;16,58;21,47;23,67;15,75;8,17;2,3;0,13;0,7;2,34;5,78;10,88;18,71;22,82;20,11;10,19;6,02;2,33;2,33;3,72;5,99;12,49;21,63;23,47;18,52;11,87;0;1,9;2,7;5,97;11,5;16,76;18,75;19,55;12,68;7,71;2,46;5,43;3,83;7,4;13,13;18,87;23,66;18,75;7,79;1,15;4,23;4,88;7,3;10,62;13,34;16,14;16,29;12,82;9,8;4,57;0
3;Sudeste;Total - Estadual e Municipal;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;Sudeste;Total - Estadual e Municipal;Rural;Interior;212,51;222,76;250,61;251,11;261,34;264,06;7,03;12,61;17,98;20,23;17,66;12,11;6,29;2,69;0,7;0,88;4,4;10,1;16,48;19,99;19,99;15,63;8,21;3,11;0,92;0,28;16,87;13,11;17,39;19,81;17,43;9,82;4,04;1,52;0;14,78;14,57;20;20,01;15,07;9,57;4,02;1,52;0,39;0,08;24,28;16,22;19,26;17,41;13,24;6,63;2,55;0,37;0,03;21,29;18,63;20,45;15,95;12,33;7,16;3,03;0,88;0,22;0,05;0
3;Sudeste;Total - Estadual e Municipal;Rural;Total;212,51;222,76;250,61;251,11;261,34;264,06;7,03;12,61;17,98;20,23;17,66;12,11;6,29;2,69;0,7;0,88;4,4;10,1;16,48;19,99;19,99;15,63;8,21;3,11;0,92;0,28;16,87;13,11;17,39;19,81;17,43;9,82;4,04;1,52;0;14,78;14,57;20;20,01;15,07;9,57;4,02;1,52;0,39;0,08;24,28;16,22;19,26;17,41;13,24;6,63;2,55;0,37;0,03;21,29;18,63;20,45;15,95;12,33;7,16;3,03;0,88;0,22;0,05;0
3;Sudeste;Total - Estadual e Municipal;Total;Capital;219,22;229,27;252,89;251,62;260,64;256,18;5,93;11,01;16,02;19,37;18,68;14,18;8,21;3,7;0,82;0,63;3,07;8,23;14,57;19,35;21,23;17,48;9,88;3,99;1,23;0,35;17,16;12,71;15,78;18,19;17,66;11,72;4,95;1,83;0;15,06;14,31;19,07;19,58;15,98;9,93;4,15;1,43;0,41;0,08;27,03;14,64;16,81;17,21;13,57;7,51;2,65;0,53;0,04;27,69;19,14;18,92;14,85;10,33;5,94;2,25;0,66;0,17;0,05;0
3;Sudeste;Total - Estadual e Municipal;Total;Interior;222,47;232,35;257,27;256,43;267,49;267,63;5,42;9,96;15,08;18,88;19,12;15,18;8,98;4,25;1,07;0,74;3,18;7,92;13,42;17,96;20,35;18,15;11,14;4,9;1,7;0,53;14,5;11,84;15,76;18,95;18,55;12,74;5,52;2,13;0;13,07;13,29;18,45;19,48;16,62;11,15;5,27;1,96;0,6;0,12;21,73;14,23;17,55;18,73;15,11;8,63;3,25;0,71;0,05;20,45;17,01;19,26;16,82;13;8,3;3,54;1,19;0,34;0,08;0
3;Sudeste;Total - Estadual e Municipal;Total;Total;221,78;231,7;256,55;255,64;265,96;265,06;5,53;10,18;15,28;18,98;19,02;14,97;8,82;4,14;1,02;0,72;3,15;7,98;13,66;18,25;20,54;18,01;10,87;4,71;1,6;0,49;14,94;11,98;15,77;18,83;18,41;12,57;5,43;2,08;0;13,39;13,45;18,55;19,5;16,52;10,95;5,09;1,87;0,57;0,11;22,92;14,32;17,39;18,39;14,76;8,38;3,12;0,67;0,05;22,08;17,49;19,18;16,38;12,4;7,77;3,25;1,07;0,31;0,08;0
3;Sudeste;Total - Estadual e Municipal;Urbana;Capital;219,22;229,27;252,89;251,62;260,64;256,18;5,93;11,01;16,02;19,37;18,68;14,18;8,21;3,7;0,82;0,63;3,07;8,23;14,57;19,35;21,23;17,48;9,88;3,99;1,23;0,35;17,16;12,71;15,78;18,19;17,66;11,72;4,95;1,83;0;15,06;14,31;19,07;19,58;15,98;9,93;4,15;1,43;0,41;0,08;27,03;14,64;16,81;17,21;13,57;7,51;2,65;0,53;0,04;27,69;19,14;18,92;14,85;10,33;5,94;2,25;0,66;0,17;0,05;0
3;Sudeste;Total - Estadual e Municipal;Urbana;Interior;223,06;232,92;257,59;256,69;267,63;267,71;5,32;9,8;14,91;18,8;19,2;15,36;9,14;4,35;1,1;0,73;3,1;7,79;13,24;17,84;20,38;18,3;11,31;5,01;1,75;0,54;14,39;11,78;15,69;18,91;18,61;12,88;5,6;2,16;0;12,99;13,22;18,37;19,46;16,7;11,22;5,33;1,98;0,61;0,12;21,67;14,18;17,51;18,76;15,15;8,68;3,27;0,72;0,06;20,43;16,97;19,23;16,84;13,02;8,32;3,55;1,2;0,35;0,09;0
3;Sudeste;Total - Estadual e Municipal;Urbana;Total;222,21;232,12;256,79;255,82;266,04;265,08;5,46;10,07;15,15;18,92;19,09;15,1;8,93;4,2;1,03;0,71;3,09;7,89;13,53;18,17;20,56;18,12;11;4,78;1,63;0,5;14,86;11,94;15,7;18,79;18,45;12,68;5,49;2,1;0;13,34;13,41;18,49;19,48;16,58;11;5,13;1,88;0,58;0,11;22,89;14,29;17,35;18,41;14,79;8,41;3,13;0,68;0,05;22,09;17,47;19,16;16,38;12,4;7,78;3,26;1,08;0,31;0,08;0
3;Sudeste;Total - Federal, Estadual e Municipal;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;Sudeste;Total - Federal, Estadual e Municipal;Rural;Interior;212,51;222,76;250,61;251,11;261,94;264,84;7,03;12,61;17,98;20,23;17,66;12,11;6,29;2,69;0,7;0,88;4,4;10,1;16,48;19,99;19,99;15,63;8,21;3,11;0,92;0,28;16,87;13,11;17,39;19,81;17,43;9,82;4,04;1,52;0;14,78;14,57;20;20,01;15,07;9,57;4,02;1,52;0,39;0,08;24,09;16,11;19,12;17,31;13,23;6,91;2,75;0,45;0,03;21,12;18,48;20,3;15,88;12,32;7,27;3,15;1,08;0,32;0,08;0
3;Sudeste;Total - Federal, Estadual e Municipal;Rural;Total;212,51;222,76;250,61;251,11;261,94;264,84;7,03;12,61;17,98;20,23;17,66;12,11;6,29;2,69;0,7;0,88;4,4;10,1;16,48;19,99;19,99;15,63;8,21;3,11;0,92;0,28;16,87;13,11;17,39;19,81;17,43;9,82;4,04;1,52;0;14,78;14,57;20;20,01;15,07;9,57;4,02;1,52;0,39;0,08;24,09;16,11;19,12;17,31;13,23;6,91;2,75;0,45;0,03;21,12;18,48;20,3;15,88;12,32;7,27;3,15;1,08;0,32;0,08;0
3;Sudeste;Total - Federal, Estadual e Municipal;Total;Capital;219,35;229,43;253,53;252,53;261,34;257,15;5,91;10,97;15,98;19,34;18,7;14,22;8,25;3,71;0,82;0,63;3,06;8,2;14,52;19,3;21,22;17,51;9,94;4,02;1,24;0,36;17;12,58;15,64;18,07;17,64;11,9;5,16;2;0;14,89;14,16;18,89;19,41;15,92;10,06;4,38;1,64;0,53;0,12;26,82;14,52;16,68;17,11;13,59;7,7;2,88;0,64;0,06;27,47;18,98;18,77;14,74;10,31;6,03;2,39;0,86;0,33;0,12;0
3;Sudeste;Total - Federal, Estadual e Municipal;Total;Interior;222,47;232,36;257,29;256,46;267,64;267,86;5,42;9,95;15,08;18,88;19,12;15,18;8,98;4,26;1,07;0,74;3,17;7,92;13,42;17,96;20,35;18,15;11,14;4,9;1,7;0,53;14,49;11,83;15,76;18,95;18,56;12,74;5,53;2,13;0;13,06;13,28;18,44;19,47;16,62;11,15;5,28;1,96;0,61;0,12;21,69;14,2;17,52;18,7;15,11;8,67;3,3;0,74;0,06;20,41;16,98;19,22;16,79;12,99;8,3;3,56;1,23;0,4;0,11;0
3;Sudeste;Total - Federal, Estadual e Municipal;Total;Total;221,81;231,74;256,67;255,81;266,22;265,44;5,52;10,17;15,27;18,98;19,03;14,98;8,82;4,14;1,02;0,72;3,15;7,98;13,65;18,24;20,54;18,02;10,89;4,72;1,61;0,49;14,91;11,96;15,74;18,81;18,41;12,6;5,47;2,11;0;13,36;13,43;18,51;19,46;16,51;10,97;5,13;1,91;0,59;0,12;22,85;14,27;17,33;18,34;14,77;8,45;3,21;0,72;0,06;22;17,43;19,12;16,33;12,39;7,79;3,3;1,14;0,38;0,12;0
3;Sudeste;Total - Federal, Estadual e Municipal;Urbana;Capital;219,35;229,43;253,53;252,53;261,34;257,15;5,91;10,97;15,98;19,34;18,7;14,22;8,25;3,71;0,82;0,63;3,06;8,2;14,52;19,3;21,22;17,51;9,94;4,02;1,24;0,36;17;12,58;15,64;18,07;17,64;11,9;5,16;2;0;14,89;14,16;18,89;19,41;15,92;10,06;4,38;1,64;0,53;0,12;26,82;14,52;16,68;17,11;13,59;7,7;2,88;0,64;0,06;27,47;18,98;18,77;14,74;10,31;6,03;2,39;0,86;0,33;0,12;0
3;Sudeste;Total - Federal, Estadual e Municipal;Urbana;Interior;223,07;232,93;257,61;256,72;267,77;267,93;5,32;9,8;14,91;18,8;19,2;15,37;9,14;4,35;1,1;0,73;3,1;7,79;13,24;17,84;20,38;18,3;11,32;5,01;1,75;0,54;14,38;11,77;15,68;18,91;18,61;12,88;5,6;2,16;0;12,98;13,22;18,37;19,45;16,7;11,23;5,34;1,98;0,62;0,12;21,63;14,16;17,48;18,74;15,15;8,71;3,31;0,75;0,06;20,4;16,94;19,2;16,81;13,01;8,33;3,57;1,23;0,4;0,11;0
3;Sudeste;Total - Federal, Estadual e Municipal;Urbana;Total;222,24;232,16;256,91;256;266,29;265,45;5,45;10,06;15,15;18,92;19,09;15,11;8,94;4,21;1,04;0,71;3,09;7,88;13,52;18,16;20,56;18,13;11,01;4,79;1,64;0,5;14,83;11,91;15,67;18,77;18,44;12,71;5,52;2,14;0;13,31;13,38;18,46;19,44;16,57;11,02;5,18;1,92;0,6;0,12;22,82;14,24;17,3;18,36;14,79;8,48;3,22;0,72;0,06;22,02;17,41;19,1;16,34;12,39;7,8;3,3;1,15;0,38;0,12;0
3;Sudeste;Total - Federal, Estadual, Municipal e Privada;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;Sudeste;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;213,03;223,35;251,49;251,96;263,82;266,98;6,88;12,34;17,9;20,4;17,75;12,26;6,45;2,7;0,68;0,86;4,28;9,86;16,57;19,89;19,98;15,73;8,32;3,21;1,02;0,27;16,61;12,91;17,18;19,7;17,62;10,04;4,26;1,68;0;14,52;14,33;19,88;19,87;15,23;9,86;4,16;1,59;0,48;0,08;23,38;15,7;18,71;17,21;13,66;7,5;3,15;0,63;0,06;20,46;18,03;19,87;15,73;12,48;7,8;3,73;1,37;0,43;0,11;0
3;Sudeste;Total - Federal, Estadual, Municipal e Privada;Rural;Total;213,03;223,35;251,49;251,96;263,82;266,98;6,88;12,34;17,9;20,4;17,75;12,26;6,45;2,7;0,68;0,86;4,28;9,86;16,57;19,89;19,98;15,73;8,32;3,21;1,02;0,27;16,61;12,91;17,18;19,7;17,62;10,04;4,26;1,68;0;14,52;14,33;19,88;19,87;15,23;9,86;4,16;1,59;0,48;0,08;23,38;15,7;18,71;17,21;13,66;7,5;3,15;0,63;0,06;20,46;18,03;19,87;15,73;12,48;7,8;3,73;1,37;0,43;0,11;0
3;Sudeste;Total - Federal, Estadual, Municipal e Privada;Total;Capital;226,69;237,6;269,21;272,04;274,24;274,87;4,58;9,42;13,93;18,35;19,66;15,94;9,99;5,15;1,37;0,56;2,45;6,72;12,48;17,39;19,94;18,87;12,21;5,92;2,59;0,88;12,34;9,74;12,41;15,77;18,61;15,8;9,37;5,95;0;10,79;10,36;14,56;17,46;15,56;12,55;9,29;5,34;3,19;0,9;22,12;12,24;14,77;16,16;14,24;10,86;6,58;2,62;0,4;22,38;16,05;16,1;14,01;10,79;7,73;5,15;3,34;2,97;1,48;0
3;Sudeste;Total - Federal, Estadual, Municipal e Privada;Total;Interior;226,83;237,25;263,93;265,28;274,8;277,24;4,76;8,71;13,71;18,59;19,43;16,81;10,16;4,82;1,22;0,62;2,76;6,98;12,1;16,7;20,28;18,93;12,74;5,69;2,39;0,82;12,55;10,54;14,24;18,06;19,13;14,4;7,61;3,48;0;11,27;11,63;16,51;18,06;16,81;12,44;7,53;3,62;1,64;0,48;19,36;12,71;16,05;17,95;15,82;10,91;5,42;1,6;0,18;18,08;15,2;17,59;15,87;13,12;9,6;5,47;2,91;1,54;0,61;0
3;Sudeste;Total - Federal, Estadual, Municipal e Privada;Total;Total;226,8;237,33;264,99;266,64;274,66;276,66;4,72;8,88;13,76;18,54;19,49;16,61;10,12;4,89;1,26;0,61;2,69;6,92;12,19;16,86;20,2;18,92;12,61;5,74;2,43;0,83;12,5;10,38;13,87;17,6;19,02;14,68;7,96;3,98;0;11,17;11,38;16,12;17,94;16,56;12,46;7,88;3,96;1,95;0,56;20,04;12,59;15,73;17,51;15,43;10,9;5,7;1,85;0,23;19,14;15,41;17,22;15,41;12,54;9,14;5,39;3,02;1,89;0,83;0
3;Sudeste;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;226,69;237,6;269,21;272,04;274,24;274,87;4,58;9,42;13,93;18,35;19,66;15,94;9,99;5,15;1,37;0,56;2,45;6,72;12,48;17,39;19,94;18,87;12,21;5,92;2,59;0,88;12,34;9,74;12,41;15,77;18,61;15,8;9,37;5,95;0;10,79;10,36;14,56;17,46;15,56;12,55;9,29;5,34;3,19;0,9;22,12;12,24;14,77;16,16;14,24;10,86;6,58;2,62;0,4;22,38;16,05;16,1;14,01;10,79;7,73;5,15;3,34;2,97;1,48;0
3;Sudeste;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;227,53;237,95;264,44;265,83;275,03;277,45;4,65;8,52;13,5;18,5;19,52;17,04;10,35;4,92;1,25;0,61;2,68;6,83;11,87;16,54;20,29;19,1;12,96;5,81;2,46;0,85;12,38;10,44;14,12;17,99;19,19;14,58;7,75;3,55;0;11,13;11,52;16,37;17,99;16,88;12,54;7,67;3,7;1,69;0,5;19,28;12,65;15,99;17,97;15,86;10,98;5,47;1,62;0,18;18,03;15,14;17,54;15,87;13,13;9,64;5,51;2,95;1,56;0,62;0
3;Sudeste;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;227,32;237,87;265,43;267,11;274,83;276,81;4,63;8,74;13,6;18,46;19,55;16,77;10,26;4,98;1,28;0,6;2,63;6,8;12,02;16,75;20,2;19,04;12,78;5,84;2,49;0,86;12,37;10,3;13,77;17,53;19,07;14,83;8,08;4,05;0;11,06;11,28;16;17,88;16,6;12,55;8,01;4,04;2;0,58;19,99;12,55;15,69;17,51;15,46;10,95;5,74;1,87;0,24;19,12;15,37;17,18;15,41;12,54;9,16;5,42;3,05;1,92;0,84;0
4;Sul;Estadual;Rural;Capital;234,33;240,9;247,45;219,91;0;0;0;0;33,33;0;22,22;33,33;11,11;0;0;0;0;11,11;0;22,22;22,22;22,22;22,22;0;0;0;0;28,57;28,57;14,29;28,57;0;0;0;0;14,29;57,14;14,29;14,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;Sul;Estadual;Rural;Interior;207,25;216,98;252,51;256,24;256,33;262,38;9,03;14,44;18,57;20,82;16,53;9,92;5,31;2,24;0,51;1,11;5,23;12,75;17,2;20,05;20,18;13,97;6,58;2,24;0,67;0,03;14,18;13,44;17,92;21,41;18,13;10,24;3,65;1,03;0;11,57;13;19,88;20,94;17,33;10,56;4,77;1,58;0,28;0,08;26,64;18,49;19,16;17,66;11,25;4,92;1,56;0,33;0;21,22;18,76;22,09;16,37;12,13;6,53;2,4;0,39;0,07;0,04;0
4;Sul;Estadual;Rural;Total;207,34;217,06;252,5;256,21;256,33;262,38;9;14,4;18,62;20,75;16,55;9,99;5,32;2,23;0,5;1,11;5,21;12,75;17,15;20,05;20,18;13,99;6,62;2,23;0,67;0,03;14,16;13,45;17,93;21,41;18,14;10,23;3,64;1,03;0;11,58;13,04;19,87;20,93;17,32;10,55;4,76;1,58;0,28;0,08;26,64;18,49;19,16;17,66;11,25;4,92;1,56;0,33;0;21,22;18,76;22,09;16,37;12,13;6,53;2,4;0,39;0,07;0,04;0
4;Sul;Estadual;Total;Capital;207,74;213,25;262,15;262,44;270,05;270,75;7,4;13,91;19,95;21,56;17,39;10,47;4,67;1,74;0,4;1,13;4,71;11,6;19,83;23,63;20,55;12,71;4,21;1,28;0,32;0,04;11,22;10,31;16,02;19,88;20,35;14,15;6,03;2,03;0;9,22;11,27;18,03;21,42;19,58;12,34;5,66;1,75;0,61;0,1;21,58;12,95;16,34;18,28;15,58;10,06;3,95;1,2;0,07;19,58;16,58;18,11;16,99;13,62;8,59;4,01;1,61;0,69;0,22;0
4;Sul;Estadual;Total;Interior;218,74;227,07;261,87;262,67;266,86;269,45;4,99;10,47;17,17;21,09;19,46;14,07;7,33;2,97;0,66;0,66;2,95;8,28;15,15;20,31;22,26;17,4;8,93;3,02;0,85;0,2;10,53;10,58;16,28;21,02;20,79;13,61;5,42;1,78;0;8,75;11,13;18,43;21,65;19,34;12,83;5,72;1,69;0,41;0,06;21,1;14,88;18,57;19,15;14,87;7,99;2,81;0,58;0,05;18,29;17,01;19,82;17,84;13,83;8,63;3,31;0,99;0,24;0,04;0
4;Sul;Estadual;Total;Total;217,28;225,23;261,9;262,65;267,22;269,6;5,31;10,92;17,54;21,16;19,19;13,59;6,97;2,81;0,63;0,72;3,18;8,72;15,77;20,75;22,03;16,78;8,3;2,79;0,78;0,18;10,6;10,55;16,25;20,9;20,74;13,67;5,49;1,8;0;8,8;11,14;18,39;21,63;19,36;12,78;5,72;1,7;0,43;0,06;21,15;14,66;18,32;19,05;14,95;8,23;2,94;0,65;0,05;18,43;16,96;19,62;17,75;13,81;8,63;3,39;1,06;0,29;0,06;0
4;Sul;Estadual;Urbana;Capital;207,71;213,22;262,16;262,46;270,05;270,75;7,41;13,92;19,93;21,58;17,39;10,44;4,67;1,74;0,4;1,13;4,72;11,6;19,85;23,63;20,55;12,7;4,19;1,28;0,32;0,04;11,23;10,3;16,02;19,88;20,35;14,15;6,03;2,04;0;9,22;11,25;18,03;21,42;19,59;12,35;5,67;1,75;0,61;0,1;21,58;12,95;16,34;18,28;15,58;10,06;3,95;1,2;0,07;19,58;16,58;18,11;16,99;13,62;8,59;4,01;1,61;0,69;0,22;0
