CO_UF;NO_UF;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;MEDIA_13_LP;MEDIA_13_MT;MEDIA_14_LP;MEDIA_14_MT;nivel_0_LP5;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LPEMT;nivel_1_LPEMT;nivel_2_LPEMT;nivel_3_LPEMT;nivel_4_LPEMT;nivel_5_LPEMT;nivel_6_LPEMT;nivel_7_LPEMT;nivel_8_LPEMT;nivel_0_MTEMT;nivel_1_MTEMT;nivel_2_MTEMT;nivel_3_MTEMT;nivel_4_MTEMT;nivel_5_MTEMT;nivel_6_MTEMT;nivel_7_MTEMT;nivel_8_MTEMT;nivel_9_MTEMT;nivel_10_MTEMT;nivel_0_LPEMI;nivel_1_LPEMI;nivel_2_LPEMI;nivel_3_LPEMI;nivel_4_LPEMI;nivel_5_LPEMI;nivel_6_LPEMI;nivel_7_LPEMI;nivel_8_LPEMI;nivel_0_MTEMI;nivel_1_MTEMI;nivel_2_MTEMI;nivel_3_MTEMI;nivel_4_MTEMI;nivel_5_MTEMI;nivel_6_MTEMI;nivel_7_MTEMI;nivel_8_MTEMI;nivel_9_MTEMI;nivel_10_MTEMI;nivel_0_LPEM;nivel_1_LPEM;nivel_2_LPEM;nivel_3_LPEM;nivel_4_LPEM;nivel_5_LPEM;nivel_6_LPEM;nivel_7_LPEM;nivel_8_LPEM;nivel_0_MTEM;nivel_1_MTEM;nivel_2_MTEM;nivel_3_MTEM;nivel_4_MTEM;nivel_5_MTEM;nivel_6_MTEM;nivel_7_MTEM;nivel_8_MTEM;nivel_9_MTEM;nivel_10_MTEM
42;Santa Catarina;Total - Federal, Estadual e Municipal;Total;Capital;205,11;212,31;249,42;244,93;271,91;266,97;307,23;330,52;276,96;276,06;5,85;11,11;12,16;15,89;18,13;17,32;10,85;6;2,02;0,66;3,49;7,58;11,99;17,11;20,05;17,25;12,23;6,4;3,07;0,57;0,25;20,63;11,32;16,23;17,33;16,1;11,88;5,21;1,26;0,03;19,95;15,68;17,45;17,04;14,16;9,95;3,8;1,67;0,25;0,05;21,4;13;14,52;17,69;16,22;11,92;3,88;1,25;0,13;21,26;18,31;19,87;17,22;11,44;6,02;2,82;2,04;0,69;0,32;0;12,31;4,07;6,19;14,25;17,29;24,42;13,86;6,48;1,13;4,71;8,66;6,6;11,76;10,86;14,74;18,46;11,4;6,67;5,87;0,29;20,1;11,72;13,33;17,2;16,38;13,71;5,31;2;0,27;18,9;16,93;17,97;16,44;11,36;7,26;5,06;3,38;1,55;1,11;0,04
42;Santa Catarina;Total - Federal, Estadual e Municipal;Total;Interior;220,86;231,42;262,74;262,35;274,39;271,04;308,62;306,26;277,27;274,01;2,29;5,83;9,6;14,86;20,01;19,88;14,33;8,33;3,57;1,29;1,2;3,73;7,75;14,27;18,24;19,2;16,13;11,22;5,55;2,03;0,68;11,4;10,92;15,39;19,14;19,72;14,57;6,89;1,88;0,1;10,07;12,48;16,67;19,62;18,56;13,31;6,51;2,16;0,48;0,14;17,62;12,61;17,53;19,29;17,33;10,69;4,12;0,79;0,03;16,06;17,01;20,74;20,76;14,11;7,42;2,78;0,84;0,23;0,04;0,01;4,64;5,45;10,69;17,08;22,25;22,92;13,65;3,08;0,25;5,09;7,88;14,08;17,76;18,85;17,25;11,72;4,96;1,94;0,47;0;16,53;12,01;16,95;19,1;17,74;11,72;4,92;0,98;0,05;15,13;16,24;20,18;20,51;14,51;8,25;3,53;1,19;0,37;0,07;0,01
42;Santa Catarina;Total - Federal, Estadual e Municipal;Total;Total;220,11;230,5;262,08;261,48;274,26;270,83;308,49;308,49;277,26;274,13;2,46;6,08;9,72;14,91;19,92;19,75;14,17;8,22;3,49;1,26;1,31;3,92;7,95;14,4;18,33;19,11;15,94;10,99;5,43;1,96;0,66;11,86;10,94;15,43;19,05;19,54;14,44;6,81;1,85;0,09;10,56;12,64;16,71;19,5;18,34;13,14;6,37;2,13;0,47;0,13;17,82;12,63;17,37;19,2;17,27;10,75;4,11;0,81;0,04;16,33;17,08;20,7;20,57;13,97;7,35;2,78;0,91;0,25;0,05;0,01;5,35;5,32;10,27;16,81;21,79;23,06;13,67;3,39;0,33;5,06;7,95;13,39;17,21;18,11;17,02;12,34;5,55;2,38;0,97;0,03;16,73;11,99;16,75;18,99;17,67;11,83;4,95;1,04;0,06;15,34;16,28;20,06;20,28;14,34;8,19;3,62;1,31;0,44;0,13;0,01
42;Santa Catarina;Total - Federal, Estadual e Municipal;Urbana;Capital;204,61;211,78;249,63;245,14;271,91;266,97;307,23;330,52;276,96;276,06;5,94;11,32;12,27;15,77;18,18;17,25;10,79;5,93;1,91;0,65;3,58;7,65;12,18;17,01;20,18;17,36;12,05;6,24;2,98;0,54;0,23;20,47;11,18;16,31;17,4;16,24;11,97;5,19;1,21;0,03;19,74;15,74;17,41;17,09;14,23;10;3,84;1,65;0,26;0,05;21,4;13;14,52;17,69;16,22;11,92;3,88;1,25;0,13;21,26;18,31;19,87;17,22;11,44;6,02;2,82;2,04;0,69;0,32;0;12,31;4,07;6,19;14,25;17,29;24,42;13,86;6,48;1,13;4,71;8,66;6,6;11,76;10,86;14,74;18,46;11,4;6,67;5,87;0,29;20,1;11,72;13,33;17,2;16,38;13,71;5,31;2;0,27;18,9;16,93;17,97;16,44;11,36;7,26;5,06;3,38;1,55;1,11;0,04
42;Santa Catarina;Total - Federal, Estadual e Municipal;Urbana;Interior;221,04;231,47;263,16;262,54;274,53;270,97;308,85;306,31;277,4;273,93;2,32;5,88;9,52;14,76;19,91;19,9;14,38;8,42;3,62;1,31;1,21;3,76;7,7;14,2;18,23;19,24;16,16;11,24;5,55;2,02;0,68;11,33;10,69;15,24;19,13;19,86;14,75;6,99;1,92;0,1;10,07;12,38;16,59;19,59;18,64;13,35;6,59;2,18;0,49;0,13;17,56;12,55;17,49;19,3;17,39;10,76;4,14;0,79;0,03;16,09;17,02;20,77;20,73;14,1;7,43;2,76;0,83;0,23;0,04;0,01;4,6;5,49;10,47;16,98;22,34;23;13,71;3,15;0,25;5,13;7,77;14,18;17,78;18,87;17,02;11,78;5,01;1,98;0,49;0;16,48;11,96;16,9;19,1;17,8;11,78;4,94;0,99;0,05;15,17;16,25;20,22;20,48;14,5;8,23;3,52;1,18;0,37;0,08;0,01
42;Santa Catarina;Total - Federal, Estadual e Municipal;Urbana;Total;220,2;230,46;262,46;261,64;274,38;270,75;308,69;308,61;277,37;274,05;2,5;6,15;9,66;14,81;19,82;19,77;14,19;8,29;3,53;1,27;1,33;3,96;7,93;14,34;18,33;19,14;15,95;10,99;5,42;1,95;0,66;11,81;10,71;15,3;19,04;19,67;14,61;6,9;1,88;0,09;10,57;12,55;16,63;19,46;18,41;13,18;6,45;2,15;0,48;0,13;17,77;12,57;17,33;19,21;17,32;10,82;4,12;0,81;0,04;16,37;17,09;20,72;20,54;13,95;7,35;2,77;0,9;0,25;0,05;0,01;5,33;5,36;10,07;16,72;21,86;23,13;13,72;3,46;0,34;5,09;7,86;13,46;17,21;18,11;16,8;12,42;5,62;2,42;1;0,03;16,69;11,94;16,69;18,99;17,72;11,89;4,96;1,04;0,06;15,39;16,29;20,09;20,25;14,32;8,17;3,61;1,31;0,44;0,14;0,01
43;Rio Grande do Sul;Estadual;Rural;Interior;212,22;222,02;251,26;250,35;274,91;268,92;267,27;272,91;272,42;270,22;3,49;8,68;11,3;15,83;19,97;18,61;12,55;5,14;3,34;1,1;2,12;4,96;10,22;14,48;21,75;16,68;15,33;9,89;3,46;0,64;0,49;16,17;13,55;17,68;20,25;15,17;11,29;4,64;1,21;0,04;14,27;16,69;18,7;19,72;16;8,87;3,68;1,62;0,36;0,09;16,23;12,24;19,55;20,54;17,1;10,27;3,16;0,91;0;16,93;18,81;18,06;23,03;13,4;6,81;2,27;0,63;0,08;0;0;19,92;14,37;19,31;20,56;13,97;9,24;2,39;0,24;0;12,41;18,46;23,38;18,94;14,84;10,27;1,46;0,25;0;0;0;17,43;12,94;19,48;20,55;16,08;9,93;2,91;0,69;0;15,45;18,69;19,79;21,7;13,87;7,94;2;0,5;0,05;0;0
43;Rio Grande do Sul;Estadual;Rural;Total;212,22;222,02;251,26;250,35;274,91;268,92;267,27;272,91;272,42;270,22;3,49;8,68;11,3;15,83;19,97;18,61;12,55;5,14;3,34;1,1;2,12;4,96;10,22;14,48;21,75;16,68;15,33;9,89;3,46;0,64;0,49;16,17;13,55;17,68;20,25;15,17;11,29;4,64;1,21;0,04;14,27;16,69;18,7;19,72;16;8,87;3,68;1,62;0,36;0,09;16,23;12,24;19,55;20,54;17,1;10,27;3,16;0,91;0;16,93;18,81;18,06;23,03;13,4;6,81;2,27;0,63;0,08;0;0;19,92;14,37;19,31;20,56;13,97;9,24;2,39;0,24;0;12,41;18,46;23,38;18,94;14,84;10,27;1,46;0,25;0;0;0;17,43;12,94;19,48;20,55;16,08;9,93;2,91;0,69;0;15,45;18,69;19,79;21,7;13,87;7,94;2;0,5;0,05;0;0
43;Rio Grande do Sul;Estadual;Total;Capital;196,31;202,53;248,28;239,93;274,43;263,03;293,21;278,39;274,61;263,18;7,2;12,74;15,29;17,51;18,88;14,33;8,69;3,65;1,28;0,43;4,48;9,77;14,39;20,1;19,79;15,6;9,55;4,16;1,68;0,37;0,1;18,67;14,49;16,55;18,18;16,4;10,58;4,08;1,03;0;19,92;18,58;19,81;18,16;13,39;6,87;2,4;0,69;0,12;0,07;18,85;11,5;15,99;19,81;17,55;11,06;4,2;0,98;0,05;22,46;18,48;22,08;17,03;10,68;5,53;2,25;0,98;0,35;0,16;0;7,48;4,31;17,46;30,39;16,1;12,93;8,62;2,72;0;7,94;19,27;19,05;27,89;9,07;8,62;5,44;2,72;0;0;0;18,74;11,43;16,01;19,91;17,54;11,08;4,25;1;0,05;22,32;18,49;22,05;17,14;10,66;5,56;2,28;0,99;0,34;0,16;0
43;Rio Grande do Sul;Estadual;Total;Interior;216,24;226,04;261,03;255,77;281,58;274,66;294,92;299,6;282,42;276,24;3,39;7,25;10,14;15,68;19,43;18,77;13,51;7,67;3,12;1,05;1,8;5,04;9,12;14,13;18,75;19,11;15,56;9,85;4,6;1,54;0,5;12,2;11,35;15,32;19,08;19,52;14,33;6,36;1,78;0,07;12,86;14,37;17,87;19,19;16,76;11,27;5,33;1,86;0,4;0,1;14,23;10,7;16,16;20,35;19,32;12,75;5,24;1,17;0,08;15,53;16,12;19,76;19,89;14,37;8,51;3,77;1,43;0,48;0,14;0;10,12;7,78;13,2;20,38;18,76;16,85;9,61;3,24;0,07;6,77;12,13;15,69;17,94;15,46;14,43;8,79;4,53;3,52;0,75;0;13,97;10,51;15,98;20,35;19,28;13;5,52;1,3;0,08;14,97;15,87;19,5;19,76;14,43;8,89;4,09;1,62;0,68;0,18;0
43;Rio Grande do Sul;Estadual;Total;Total;212,57;221,7;259,31;253,63;280,91;273,58;294,89;299,29;281,73;275,08;4,09;8,26;11,09;16,01;19,33;17,95;12,62;6,93;2,78;0,93;2,29;5,92;10,1;15,23;18,94;18,46;14,45;8,8;4,06;1,33;0,43;13,07;11,77;15,48;18,96;19,1;13,82;6,05;1,68;0,06;13,81;14,94;18,13;19,05;16,3;10,67;4,94;1,71;0,36;0,09;14,66;10,77;16,15;20,3;19,15;12,59;5,15;1,16;0,07;16,17;16,34;19,98;19,62;14,02;8,24;3,63;1,38;0,47;0,14;0;10,08;7,73;13,27;20,52;18,72;16,79;9,59;3,23;0,07;6,79;12,23;15,74;18,09;15,36;14,34;8,74;4,5;3,47;0,73;0;14,39;10,59;15,98;20,32;19,13;12,83;5,41;1,28;0,07;15,62;16,1;19,73;19,53;14,1;8,59;3,93;1,57;0,65;0,18;0
43;Rio Grande do Sul;Estadual;Urbana;Capital;196,31;202,53;248,28;239,93;274,43;263,03;293,21;278,39;274,61;263,18;7,2;12,74;15,29;17,51;18,88;14,33;8,69;3,65;1,28;0,43;4,48;9,77;14,39;20,1;19,79;15,6;9,55;4,16;1,68;0,37;0,1;18,67;14,49;16,55;18,18;16,4;10,58;4,08;1,03;0;19,92;18,58;19,81;18,16;13,39;6,87;2,4;0,69;0,12;0,07;18,85;11,5;15,99;19,81;17,55;11,06;4,2;0,98;0,05;22,46;18,48;22,08;17,03;10,68;5,53;2,25;0,98;0,35;0,16;0;7,48;4,31;17,46;30,39;16,1;12,93;8,62;2,72;0;7,94;19,27;19,05;27,89;9,07;8,62;5,44;2,72;0;0;0;18,74;11,43;16,01;19,91;17,54;11,08;4,25;1;0,05;22,32;18,49;22,05;17,14;10,66;5,56;2,28;0,99;0,34;0,16;0
43;Rio Grande do Sul;Estadual;Urbana;Interior;216,41;226,21;261,5;256,04;281,77;274,83;302,1;306,53;282,84;276,49;3,38;7,19;10,1;15,67;19,4;18,78;13,55;7,78;3,11;1,04;1,78;5,05;9,08;14,11;18,62;19,22;15,57;9,85;4,64;1,58;0,5;12;11,24;15,2;19,02;19,73;14,48;6,44;1,81;0,07;12,79;14,26;17,83;19,16;16,79;11,38;5,41;1,88;0,4;0,1;14,17;10,65;16,06;20,35;19,38;12,82;5,3;1,18;0,08;15,49;16,04;19,81;19,79;14,39;8,56;3,81;1,45;0,5;0,14;0;7,57;6,07;11,62;20,33;20;18,83;11,48;4,01;0,09;5,31;10,48;13,69;17,68;15,62;15,51;10,69;5,64;4,43;0,94;0;13,83;10,41;15,83;20,35;19,42;13,13;5,63;1,33;0,08;14,95;15,75;19,49;19,68;14,46;8,93;4,17;1,67;0,7;0,19;0
43;Rio Grande do Sul;Estadual;Urbana;Total;212,58;221,69;259,64;253,77;281,07;273,7;301,94;306,02;282,08;275,27;4,11;8,24;11,09;16,02;19,31;17,93;12,62;6,99;2,76;0,93;2,3;5,95;10,09;15,26;18,84;18,53;14,42;8,76;4,08;1,35;0,42;12,94;11,7;15,39;18,9;19,26;13,93;6,11;1,7;0,06;13,79;14,86;18,11;19,02;16,31;10,75;4,99;1,71;0,36;0,09;14,62;10,73;16,06;20,3;19,21;12,65;5,2;1,16;0,08;16,15;16,27;20,03;19,53;14,04;8,27;3,67;1,4;0,48;0,15;0;7,57;6,04;11,72;20,52;19,93;18,72;11,43;3,99;0,09;5,36;10,64;13,79;17,87;15,5;15,38;10,6;5,59;4,35;0,92;0;14,28;10,5;15,85;20,31;19,24;12,94;5,5;1,3;0,08;15,63;16;19,73;19,45;14,11;8,62;4;1,61;0,67;0,18;0
43;Rio Grande do Sul;Federal;Rural;Interior;;;;;307,75;310,64;288,08;294,75;288,55;295,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;9,09;31,82;36,36;18,18;0;4,55;0;0;0;22,73;18,18;36,36;9,09;4,55;4,55;0;4,55;0;11,61;9,07;14,88;19,8;19,88;16,35;7,33;1,09;0;10,18;10,45;15,53;16,12;16,62;16,9;10,27;3,14;0,67;0,13;0;11,33;8,85;14,74;20,09;20,28;16,39;7,15;1,17;0;9,94;10,2;15,7;16,17;17,09;16,71;10,13;3,18;0,65;0,24;0
43;Rio Grande do Sul;Federal;Rural;Total;;;;;307,75;310,64;288,08;294,75;288,55;295,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;9,09;31,82;36,36;18,18;0;4,55;0;0;0;22,73;18,18;36,36;9,09;4,55;4,55;0;4,55;0;11,61;9,07;14,88;19,8;19,88;16,35;7,33;1,09;0;10,18;10,45;15,53;16,12;16,62;16,9;10,27;3,14;0,67;0,13;0;11,33;8,85;14,74;20,09;20,28;16,39;7,15;1,17;0;9,94;10,2;15,7;16,17;17,09;16,71;10,13;3,18;0,65;0,24;0
43;Rio Grande do Sul;Federal;Total;Capital;233,32;238,46;310,85;329,73;311,46;342,12;302,39;292,56;306,84;316,89;0;0;5,88;11,76;11,76;35,29;23,53;11,76;0;0;5,88;0;5,88;17,65;5,88;17,65;23,53;11,76;0;11,76;0;3,49;4,86;1,68;7,36;13,3;24,61;27,53;16,07;1,1;2,96;1,17;3,59;5,94;13,63;19,93;11,16;17,99;11,76;11,87;14,75;1,13;5,94;9,86;15,67;21,1;20,19;11,37;0;5,97;5,33;3,54;9,82;9,58;16,1;13,88;14,57;8,81;11,81;0,58;2,87;4,46;26,49;9,46;27,43;13,08;13,34;2,87;0;14,67;16,53;14,93;5,74;18,57;11,48;4,73;5,74;7,6;0;0;8,7;2,83;16,4;9,66;21,66;17,01;16,71;7,04;0;10,4;11,03;9,34;7,74;14,16;13,75;9,22;10,08;8,2;5,8;0,28
43;Rio Grande do Sul;Federal;Total;Interior;;;321,09;340,09;318,18;326,06;311,96;316,78;312,41;317,46;;;;;;;;;;;;;;;;;;;;;;0;0;4,56;4,56;15,32;23,35;31,52;20,69;0;0;0;1,77;5,38;10,96;19,81;17,15;23,35;12,66;8,92;6,51;3,02;5,12;16,88;14,84;26,06;19,31;8,27;0;5,67;4,76;8,88;14,04;11,6;16,92;19,07;9,47;6,28;3,31;0;6,24;4,46;8,09;14,54;20,74;24,9;16,41;4,02;0,6;5,69;6,37;10,3;13,96;16,18;19,69;14,98;7,82;3,94;1,06;0;6,26;4,35;7,87;14,71;20,31;24,98;16,62;4,33;0,56;5,69;6,25;10,19;13,97;15,85;19,49;15,28;7,94;4,12;1,22;0
43;Rio Grande do Sul;Federal;Total;Total;233,32;238,46;314,59;333,52;315,91;331,49;311,57;315,8;312,02;317,42;0;0;5,88;11,76;11,76;35,29;23,53;11,76;0;0;5,88;0;5,88;17,65;5,88;17,65;23,53;11,76;0;11,76;0;2,22;3,08;2,73;6,34;14,04;24,15;28,99;17,76;0,7;1,88;0,74;2,92;5,73;12,65;19,89;13,35;19,95;12,09;10,79;9,3;2,38;5,4;14,5;15,12;24,38;19,61;9,32;0;5,77;4,95;7,07;12,62;10,91;16,64;17,32;11,19;7,14;6,18;0,2;6,1;4,46;8,83;14,34;21,01;24,42;16,29;3,98;0,58;6,05;6,78;10,49;13,63;16,28;19,36;14,57;7,74;4,09;1,01;0;6,43;4,24;8,48;14,35;20,4;24,42;16,63;4,53;0,52;6,02;6,59;10,13;13,53;15,73;19,08;14,85;8,09;4,41;1,55;0,02
43;Rio Grande do Sul;Federal;Urbana;Capital;233,32;238,46;310,85;329,73;311,46;342,12;302,39;292,56;306,84;316,89;0;0;5,88;11,76;11,76;35,29;23,53;11,76;0;0;5,88;0;5,88;17,65;5,88;17,65;23,53;11,76;0;11,76;0;3,49;4,86;1,68;7,36;13,3;24,61;27,53;16,07;1,1;2,96;1,17;3,59;5,94;13,63;19,93;11,16;17,99;11,76;11,87;14,75;1,13;5,94;9,86;15,67;21,1;20,19;11,37;0;5,97;5,33;3,54;9,82;9,58;16,1;13,88;14,57;8,81;11,81;0,58;2,87;4,46;26,49;9,46;27,43;13,08;13,34;2,87;0;14,67;16,53;14,93;5,74;18,57;11,48;4,73;5,74;7,6;0;0;8,7;2,83;16,4;9,66;21,66;17,01;16,71;7,04;0;10,4;11,03;9,34;7,74;14,16;13,75;9,22;10,08;8,2;5,8;0,28
43;Rio Grande do Sul;Federal;Urbana;Interior;;;321,09;340,09;318,81;327;317,35;321,75;317,47;322,19;;;;;;;;;;;;;;;;;;;;;;0;0;4,56;4,56;15,32;23,35;31,52;20,69;0;0;0;1,77;5,38;10,96;19,81;17,15;23,35;12,66;8,92;6,91;3,2;4,88;15,97;13,54;26,53;20,47;8,49;0;6,01;5,05;8,04;13,79;10,1;17,39;19,95;9,77;6,66;3,23;0;5,03;3,41;6,56;13,35;20,94;26,83;18,46;4,69;0,74;4,67;5,45;9,12;13,48;16,08;20,32;16,05;8,88;4,69;1,26;0;5,18;3,4;6,41;13,57;20,32;26,8;18,63;5,01;0,67;4,79;5,41;9,03;13,5;15,58;20,08;16,38;8,95;4,85;1,43;0
43;Rio Grande do Sul;Federal;Urbana;Total;233,32;238,46;314,59;333,52;316,23;332,31;316,62;320,33;316,57;321,74;0;0;5,88;11,76;11,76;35,29;23,53;11,76;0;0;5,88;0;5,88;17,65;5,88;17,65;23,53;11,76;0;11,76;0;2,22;3,08;2,73;6,34;14,04;24,15;28,99;17,76;0,7;1,88;0,74;2,92;5,73;12,65;19,89;13,35;19,95;12,09;10,79;9,66;2,47;5,25;13,83;14,29;24,63;20,38;9,5;0;6;5,15;6,46;12,4;9,92;16,94;17,82;11,46;7,42;6,24;0,2;4,92;3,47;7,53;13,16;21,25;26,16;18,21;4,6;0,7;5,16;5,99;9,4;13,1;16,21;19,89;15,5;8,72;4,83;1,2;0;5,48;3,35;7,26;13,24;20,43;25,98;18,47;5,18;0,62;5,26;5,89;9,05;13,02;15,46;19,54;15,77;9,05;5,13;1,8;0,02
43;Rio Grande do Sul;Municipal;Rural;Interior;213,58;226,06;255,76;257,79;270,64;239,64;;;270,64;239,64;2,51;7,61;11,97;16,78;20,3;19,1;11,55;6,59;2,53;1,07;1,07;4,58;9,47;15,75;18,87;19,34;15,03;9,04;4,33;1,96;0,55;13,46;13,11;17,77;19,71;17,66;11,85;4,95;1,4;0,09;11,47;14,11;18,31;19,67;16,15;12,48;5,45;1,79;0,49;0,09;17,19;11,72;27,21;22,14;11,33;10,42;0;0;0;45,18;11,33;27,6;10,68;5,21;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;17,19;11,72;27,21;22,14;11,33;10,42;0;0;0;45,18;11,33;27,6;10,68;5,21;0;0;0;0;0;0
43;Rio Grande do Sul;Municipal;Rural;Total;213,58;226,06;255,76;257,79;270,64;239,64;;;270,64;239,64;2,51;7,61;11,97;16,78;20,3;19,1;11,55;6,59;2,53;1,07;1,07;4,58;9,47;15,75;18,87;19,34;15,03;9,04;4,33;1,96;0,55;13,46;13,11;17,77;19,71;17,66;11,85;4,95;1,4;0,09;11,47;14,11;18,31;19,67;16,15;12,48;5,45;1,79;0,49;0,09;17,19;11,72;27,21;22,14;11,33;10,42;0;0;0;45,18;11,33;27,6;10,68;5,21;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;17,19;11,72;27,21;22,14;11,33;10,42;0;0;0;45,18;11,33;27,6;10,68;5,21;0;0;0;0;0;0
43;Rio Grande do Sul;Municipal;Total;Capital;185,54;191,83;234,14;228,04;220,66;234,82;;;220,66;234,82;9,46;16,54;18,15;18,24;16,84;11,04;6,28;2,56;0,71;0,17;5,72;13,26;19,06;20,84;18,59;11,64;7,11;2,67;0,75;0,33;0,03;27,35;15,74;18,46;16,61;12,64;6,46;2,27;0,46;0;27,68;21,29;19,01;16,38;10,53;4,08;0,85;0,08;0,07;0,03;50;25;25;0;0;0;0;0;0;50;25;0;25;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;50;25;25;0;0;0;0;0;0;50;25;0;25;0;0;0;0;0;0;0
43;Rio Grande do Sul;Municipal;Total;Interior;214,75;224,41;261,28;258,04;285,47;276,05;286,3;292,57;285,61;278,85;2,97;7,15;11,01;16,31;20,29;18,81;12,9;7;2,65;0,91;1,67;4,91;9,42;15,33;19,38;18,93;15,17;9,03;4,2;1,46;0,5;12,2;11,08;15,43;19,45;19,51;13,77;6,61;1,87;0,08;11,86;13,64;17,59;19,55;17,4;11,76;5,69;1,95;0,44;0,11;12,02;10,55;17,93;19,35;17,88;13,53;6,48;2,25;0;15,58;16,62;19,47;19,77;12,26;9,57;3,23;2,57;0,92;0;0;6,52;4,35;30,43;28,26;15,22;8,7;2,17;4,35;0;4,35;15,22;15,21;21,74;19,57;13,04;8,7;2,18;0;0;0;11,09;9,5;20,05;20,85;17,43;12,72;5,75;2,61;0;13,68;16,39;18,75;20,11;13,5;10,15;4,16;2,51;0,77;0;0
43;Rio Grande do Sul;Municipal;Total;Total;213,14;222,61;259,62;256,21;284,21;275,25;286,3;292,57;284,56;278,14;3,33;7,67;11,4;16,41;20,1;18,38;12,53;6,75;2,54;0,87;1,89;5,37;9,95;15,63;19,33;18,53;14,72;8,68;4,01;1,4;0,48;13,13;11,37;15,62;19,27;19,09;13,32;6,35;1,79;0,07;12,83;14,11;17,68;19,36;16,98;11,29;5,39;1,84;0,42;0,11;12,76;10,83;18,07;18,97;17,54;13,27;6,36;2,21;0;16,25;16,79;19,09;19,87;12,02;9,38;3,17;2,52;0,91;0;0;6,52;4,35;30,43;28,26;15,22;8,7;2,17;4,35;0;4,35;15,22;15,21;21,74;19,57;13,04;8,7;2,18;0;0;0;11,72;9,75;20,13;20,52;17,15;12,51;5,66;2,56;0;14,27;16,53;18,44;20,18;13,28;9,99;4,09;2,47;0,75;0;0
43;Rio Grande do Sul;Municipal;Urbana;Capital;185,54;191,83;234,14;228,04;220,66;234,82;;;220,66;234,82;9,46;16,54;18,15;18,24;16,84;11,04;6,28;2,56;0,71;0,17;5,72;13,26;19,06;20,84;18,59;11,64;7,11;2,67;0,75;0,33;0,03;27,35;15,74;18,46;16,61;12,64;6,46;2,27;0,46;0;27,68;21,29;19,01;16,38;10,53;4,08;0,85;0,08;0,07;0,03;50;25;25;0;0;0;0;0;0;50;25;0;25;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;50;25;25;0;0;0;0;0;0;50;25;0;25;0;0;0;0;0;0;0
43;Rio Grande do Sul;Municipal;Urbana;Interior;214,89;224,22;261,94;258,07;286,47;278,51;286,3;292,57;286,44;281,02;3,03;7,1;10,9;16,25;20,29;18,78;13,05;7,04;2,66;0,9;1,73;4,95;9,41;15,28;19,43;18,89;15,18;9,03;4,19;1,41;0,5;12,05;10,84;15,15;19,42;19,73;14;6,81;1,93;0,07;11,91;13,58;17,51;19,54;17,55;11,67;5,72;1,97;0,43;0,12;11,67;10,47;17,31;19,16;18,33;13,75;6,92;2,4;0;13,58;16,98;18,92;20,39;12,74;10,21;3,45;2,75;0,99;0;0;6,52;4,35;30,43;28,26;15,22;8,7;2,17;4,35;0;4,35;15,22;15,21;21,74;19,57;13,04;8,7;2,18;0;0;0;10,75;9,38;19,65;20,78;17,77;12,84;6,07;2,75;0;11,93;16,67;18,26;20,63;13,96;10,72;4,39;2,64;0,81;0;0
43;Rio Grande do Sul;Municipal;Urbana;Total;213,09;222,25;260,05;256,03;285,11;277,61;286,3;292,57;285,32;280,24;3,42;7,68;11,34;16,38;20,08;18,31;12,64;6,77;2,54;0,85;1,98;5,45;10;15,62;19,38;18,45;14,69;8,65;3,98;1,34;0,47;13,1;11,17;15,38;19,22;19,25;13,48;6,5;1,83;0,07;12,98;14,11;17,61;19,33;17,07;11,15;5,39;1,84;0,41;0,11;12,46;10,77;17,46;18,76;17,95;13,46;6,78;2,35;0;14,34;17,15;18,53;20,48;12,47;10;3,38;2,69;0,97;0;0;6,52;4,35;30,43;28,26;15,22;8,7;2,17;4,35;0;4,35;15,22;15,21;21,74;19,57;13,04;8,7;2,18;0;0;0;11,42;9,64;19,74;20,43;17,47;12,63;5,97;2,7;0;12,58;16,81;17,95;20,7;13,72;10,53;4,31;2,6;0,8;0;0
