CO_REGIAO;NO_REGIAO;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;MEDIA_13_LP;MEDIA_13_MT;MEDIA_14_LP;MEDIA_14_MT;nivel_0_LP5;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LPEMT;nivel_1_LPEMT;nivel_2_LPEMT;nivel_3_LPEMT;nivel_4_LPEMT;nivel_5_LPEMT;nivel_6_LPEMT;nivel_7_LPEMT;nivel_8_LPEMT;nivel_0_MTEMT;nivel_1_MTEMT;nivel_2_MTEMT;nivel_3_MTEMT;nivel_4_MTEMT;nivel_5_MTEMT;nivel_6_MTEMT;nivel_7_MTEMT;nivel_8_MTEMT;nivel_9_MTEMT;nivel_10_MTEMT;nivel_0_LPEMI;nivel_1_LPEMI;nivel_2_LPEMI;nivel_3_LPEMI;nivel_4_LPEMI;nivel_5_LPEMI;nivel_6_LPEMI;nivel_7_LPEMI;nivel_8_LPEMI;nivel_0_MTEMI;nivel_1_MTEMI;nivel_2_MTEMI;nivel_3_MTEMI;nivel_4_MTEMI;nivel_5_MTEMI;nivel_6_MTEMI;nivel_7_MTEMI;nivel_8_MTEMI;nivel_9_MTEMI;nivel_10_MTEMI;nivel_0_LPEM;nivel_1_LPEM;nivel_2_LPEM;nivel_3_LPEM;nivel_4_LPEM;nivel_5_LPEM;nivel_6_LPEM;nivel_7_LPEM;nivel_8_LPEM;nivel_0_MTEM;nivel_1_MTEM;nivel_2_MTEM;nivel_3_MTEM;nivel_4_MTEM;nivel_5_MTEM;nivel_6_MTEM;nivel_7_MTEM;nivel_8_MTEM;nivel_9_MTEM;nivel_10_MTEM
3;Sudeste;Estadual;Rural;Interior;208,08;220,62;249,36;249,4;266,62;264,1;286,01;280,88;269,46;266,56;4,67;9,23;14,14;15,89;18,52;15,97;12,23;5,52;2,89;0,94;2,34;7,33;10,88;16,8;16,93;15,96;12,52;9,77;5,06;1,89;0,52;19,42;13,66;15,95;17,44;15,86;11,71;4,59;1,33;0,04;16,51;16,49;18,29;17,17;15,05;9,88;4,51;1,52;0,48;0,1;22,65;14,39;17,19;18,53;14,52;8,71;3,25;0,71;0,04;20,94;19,34;21,23;17,49;11,34;6,14;2,46;0,76;0,25;0,03;0;11,42;10,41;16,28;20,81;20,23;14,02;5,23;1,5;0,11;11,86;13,18;19,45;21,77;18,06;10,25;3,85;1,32;0,27;0;0;21,01;13,81;17,05;18,87;15,36;9,49;3,54;0,83;0,05;19,61;18,43;20,97;18,12;12,32;6,75;2,67;0,84;0,26;0,03;0
3;Sudeste;Estadual;Rural;Total;208,08;220,62;249,36;249,4;266,62;264,1;286,01;280,88;269,46;266,56;4,67;9,23;14,14;15,89;18,52;15,97;12,23;5,52;2,89;0,94;2,34;7,33;10,88;16,8;16,93;15,96;12,52;9,77;5,06;1,89;0,52;19,42;13,66;15,95;17,44;15,86;11,71;4,59;1,33;0,04;16,51;16,49;18,29;17,17;15,05;9,88;4,51;1,52;0,48;0,1;22,65;14,39;17,19;18,53;14,52;8,71;3,25;0,71;0,04;20,94;19,34;21,23;17,49;11,34;6,14;2,46;0,76;0,25;0,03;0;11,42;10,41;16,28;20,81;20,23;14,02;5,23;1,5;0,11;11,86;13,18;19,45;21,77;18,06;10,25;3,85;1,32;0,27;0;0;21,01;13,81;17,05;18,87;15,36;9,49;3,54;0,83;0,05;19,61;18,43;20,97;18,12;12,32;6,75;2,67;0,84;0,26;0,03;0
3;Sudeste;Estadual;Total;Capital;213,33;224,94;255,29;250,05;267,53;258,65;310,86;300,6;271,25;262,26;3,92;8,72;11,31;15,36;18,5;17,57;13,16;7,32;3,1;1,05;1,98;5,61;9,78;15,35;18,28;16,94;14,48;10;5,11;1,87;0,61;17,05;11,67;15,16;17,57;17,78;12,85;6,14;1,71;0,07;15,97;15,46;18,14;18,67;15,73;9,84;4,39;1,33;0,38;0,09;22,9;13,61;16,23;17,9;15,72;9,61;3,36;0,64;0,04;23,79;21,1;21,32;17,33;9,57;4,4;1,72;0,54;0,18;0,05;0;4,62;4,59;8,61;16,29;24,43;24,22;13,89;2,98;0,37;6,55;9,22;14,86;19,11;19,32;14,62;10,23;3,93;1,61;0,55;0,01;21,33;12,83;15,58;17,76;16,46;10,86;4,27;0,84;0,07;22,31;20,08;20,77;17,48;10,41;5,28;2,45;0,83;0,3;0,09;0
3;Sudeste;Estadual;Total;Interior;217,38;229,02;256,59;253,03;272,54;265,69;304,7;297,42;274,84;267,96;3,51;8,11;10,73;14,48;17,89;17,58;13,66;8,46;4,12;1,48;1,81;5,29;9,11;14,26;17,24;16,97;15,03;10,82;6,05;2,44;0,97;16,14;12,03;14,81;17,48;17,82;13,44;6,36;1,83;0,09;14,94;15,03;17,75;18,04;16;10,74;5,11;1,8;0,47;0,13;19,41;12,9;16,63;18,94;16,85;10,41;3,95;0,86;0,05;19,76;19,03;20,98;18,65;11,71;6,07;2,58;0,86;0,29;0,07;0;6,53;5,98;10,41;17,08;23,59;21,84;11,28;3,11;0,18;7,01;10,13;16,2;19,18;18,72;14,29;8,84;3,83;1,43;0,38;0;18,49;12,41;16,19;18,8;17,33;11,22;4,48;1,02;0,06;18,85;18,4;20,64;18,69;12,21;6,66;3,03;1,07;0,37;0,09;0
3;Sudeste;Estadual;Total;Total;215,74;227,37;256,42;252,63;271,45;264,16;306,25;298,23;274,05;266,71;3,67;8,35;10,96;14,83;18,13;17,57;13,46;8;3,71;1,3;1,88;5,42;9,38;14,7;17,66;16,96;14,81;10,49;5,67;2,21;0,82;16,26;11,98;14,86;17,49;17,81;13,36;6,33;1,81;0,09;15,07;15,09;17,8;18,12;15,96;10,62;5,02;1,74;0,46;0,12;20,17;13,06;16,55;18,71;16,6;10,23;3,82;0,81;0,05;20,63;19,48;21,05;18,36;11,24;5,71;2,4;0,79;0,27;0,07;0;6,05;5,63;9,96;16,88;23,8;22,44;11,94;3,08;0,23;6,89;9,9;15,86;19,16;18,87;14,37;9,19;3,85;1,48;0,42;0;19,11;12,5;16,05;18,58;17,14;11,14;4,43;0,98;0,06;19,61;18,77;20,66;18,42;11,81;6,36;2,9;1,02;0,36;0,09;0
3;Sudeste;Estadual;Urbana;Capital;213,33;224,94;255,29;250,05;267,53;258,65;310,86;300,6;271,25;262,26;3,92;8,72;11,31;15,36;18,5;17,57;13,16;7,32;3,1;1,05;1,98;5,61;9,78;15,35;18,28;16,94;14,48;10;5,11;1,87;0,61;17,05;11,67;15,16;17,57;17,78;12,85;6,14;1,71;0,07;15,97;15,46;18,14;18,67;15,73;9,84;4,39;1,33;0,38;0,09;22,9;13,61;16,23;17,9;15,72;9,61;3,36;0,64;0,04;23,79;21,1;21,32;17,33;9,57;4,4;1,72;0,54;0,18;0,05;0;4,62;4,59;8,61;16,29;24,43;24,22;13,89;2,98;0,37;6,55;9,22;14,86;19,11;19,32;14,62;10,23;3,93;1,61;0,55;0,01;21,33;12,83;15,58;17,76;16,46;10,86;4,27;0,84;0,07;22,31;20,08;20,77;17,48;10,41;5,28;2,45;0,83;0,3;0,09;0
3;Sudeste;Estadual;Urbana;Interior;217,61;229,23;256,77;253,11;272,69;265,73;305,79;298,39;274,99;268;3,48;8,08;10,64;14,44;17,87;17,62;13,69;8,53;4,15;1,49;1,8;5,24;9,07;14,19;17,25;17;15,1;10,85;6,07;2,46;0,98;16,06;11,99;14,79;17,48;17,87;13,48;6,4;1,84;0,09;14,9;15;17,73;18,06;16,02;10,76;5,13;1,81;0,47;0,13;19,33;12,87;16,62;18,95;16,91;10,45;3,97;0,86;0,05;19,73;19,03;20,97;18,68;11,72;6,07;2,59;0,86;0,29;0,07;0;6,25;5,72;10,07;16,86;23,79;22,29;11,63;3,21;0,19;6,72;9,95;16,01;19,02;18,76;14,53;9,13;3,97;1,5;0,4;0;18,42;12,37;16,16;18,8;17,39;11,27;4,5;1,03;0,06;18,82;18,4;20,63;18,7;12,21;6,66;3,04;1,08;0,37;0,1;0
3;Sudeste;Estadual;Urbana;Total;215,86;227,47;256,57;252,7;271,55;264,16;307,12;298,97;274,15;266,71;3,66;8,34;10,91;14,82;18,13;17,6;13,48;8,03;3,72;1,31;1,87;5,39;9,36;14,67;17,67;16,97;14,84;10,5;5,68;2,22;0,83;16,2;11,95;14,84;17,49;17,85;13,39;6,37;1,82;0,09;15,04;15,06;17,79;18,14;15,98;10,63;5,03;1,74;0,46;0,12;20,12;13,03;16,53;18,72;16,64;10,26;3,83;0,81;0,05;20,62;19,48;21,05;18,38;11,24;5,7;2,4;0,79;0,27;0,07;0;5,82;5,42;9,69;16,71;23,96;22,8;12,23;3,15;0,24;6,68;9,76;15,71;19,05;18,91;14,55;9,42;3,96;1,53;0,44;0;19,07;12,47;16,03;18,57;17,18;11,18;4,45;0,99;0,06;19,6;18,77;20,66;18,43;11,8;6,35;2,91;1,02;0,36;0,09;0
3;Sudeste;Federal;Rural;Interior;;;;;309,28;313,92;310,57;311,22;310,53;311,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,51;6,02;5,98;18,15;21,21;19,75;15,29;6,08;0;3,03;9,04;10,61;12,04;16,72;24,27;15,16;9,14;0;0;0;5,5;4,66;9,21;16,49;23,4;22,59;12,78;4,63;0,73;6;7,18;12,13;16,21;18,42;16,72;10,12;8,26;3,62;1,34;0;5,57;4,7;9,11;16,54;23,33;22,5;12,86;4,68;0,71;5,9;7,24;12,08;16,08;18,37;16,95;10,28;8,28;3,51;1,3;0
3;Sudeste;Federal;Rural;Total;;;;;309,28;313,92;310,57;311,22;310,53;311,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,51;6,02;5,98;18,15;21,21;19,75;15,29;6,08;0;3,03;9,04;10,61;12,04;16,72;24,27;15,16;9,14;0;0;0;5,5;4,66;9,21;16,49;23,4;22,59;12,78;4,63;0,73;6;7,18;12,13;16,21;18,42;16,72;10,12;8,26;3,62;1,34;0;5,57;4,7;9,11;16,54;23,33;22,5;12,86;4,68;0,71;5,9;7,24;12,08;16,08;18,37;16,95;10,28;8,28;3,51;1,3;0
3;Sudeste;Federal;Total;Capital;238,69;252,72;303,07;312,92;325,45;336,38;323,63;331,01;324,32;333,05;1,01;1,77;5,86;11,22;16,66;22,43;20,55;11,54;6,88;2,08;0,71;0,97;2,65;6,3;14,74;20,45;22,39;17,9;9,54;2,94;1,4;2,75;3,37;4,99;11,62;18,06;24,32;24,3;9,65;0,95;2,6;3,3;5,71;9,94;16,03;21,59;16,67;11,75;6,99;5,41;4,14;3,01;4,29;13,04;17,71;25,61;21,22;9,32;1,66;4,58;2,53;8,77;10,52;13,38;18,03;15;11,42;9,18;6,51;0,08;2,66;4,44;4,99;13,03;19,57;27,21;18,57;8,66;0,86;4,2;6,58;7,1;12,2;13,41;15;16,7;13,38;7,6;3,59;0,22;3,22;3,9;4,73;13,04;18,86;26,6;19,57;8,91;1,16;4,35;5,05;7,73;11,56;13,4;16,15;16,06;12,64;8,2;4,7;0,17
3;Sudeste;Federal;Total;Interior;232,39;245,56;302,77;318,64;330,75;354,2;322,04;326,8;322,84;329,3;1,32;3,9;8;14,5;16,12;18,61;17,11;10,57;7,21;2,65;2,67;0;1,84;10,01;13,73;29,62;20,74;8,37;9,05;1,99;1,97;2,61;3,4;5,33;10,96;16,46;29,19;24,26;7,46;0,33;1,09;4,24;4,11;9,58;15,21;17,81;17,28;18,58;10,08;2,03;3,66;2,32;5,51;8,69;15,59;25,25;24,5;13,28;1,18;3,75;4,14;4,54;9,8;10,39;10,81;12,9;10,16;20,02;13,33;0,17;3,79;2,52;6,53;12,12;20,83;26,95;20,34;6,4;0,53;3,61;5,15;8,21;12,88;16,26;19,16;16,53;10,22;6,11;1,86;0,01;3,78;2,5;6,43;11,81;20,35;26,79;20,72;7,03;0,59;3,63;5,06;7,87;12,59;15,72;18,4;16,2;10,22;7,38;2,9;0,03
3;Sudeste;Federal;Total;Total;237,56;251,44;303,02;313,82;327,92;344,66;322,29;327,47;323,16;330,11;1,06;2,15;6,24;11,81;16,56;21,75;19,94;11,36;6,94;2,18;1,06;0,8;2,51;6,96;14,56;22,08;22,1;16,21;9,45;2,77;1,5;2,72;3,37;5,05;11,51;17,81;25,08;24,29;9,31;0,85;2,37;3,45;5,46;9,88;15,9;21;16,77;12,83;7,47;4,88;3,92;2,69;4,86;11,02;16,73;25,44;22,74;11,16;1,44;4,19;3,27;6,81;10,18;11,99;14,67;14,02;10,83;14,21;9,68;0,12;3,61;2,82;6,28;12,27;20,63;26,99;20,06;6,76;0,58;3,71;5,38;8,03;12,77;15,8;18,5;16,55;10,73;6,34;2,14;0,05;3,66;2,8;6,06;12,08;20,03;26,75;20,47;7,44;0,71;3,78;5,06;7,84;12,37;15,22;17,91;16,17;10,74;7,55;3,29;0,06
3;Sudeste;Federal;Urbana;Capital;238,69;252,72;303,07;312,92;325,45;336,38;323,63;331,01;324,32;333,05;1,01;1,77;5,86;11,22;16,66;22,43;20,55;11,54;6,88;2,08;0,71;0,97;2,65;6,3;14,74;20,45;22,39;17,9;9,54;2,94;1,4;2,75;3,37;4,99;11,62;18,06;24,32;24,3;9,65;0,95;2,6;3,3;5,71;9,94;16,03;21,59;16,67;11,75;6,99;5,41;4,14;3,01;4,29;13,04;17,71;25,61;21,22;9,32;1,66;4,58;2,53;8,77;10,52;13,38;18,03;15;11,42;9,18;6,51;0,08;2,66;4,44;4,99;13,03;19,57;27,21;18,57;8,66;0,86;4,2;6,58;7,1;12,2;13,41;15;16,7;13,38;7,6;3,59;0,22;3,22;3,9;4,73;13,04;18,86;26,6;19,57;8,91;1,16;4,35;5,05;7,73;11,56;13,4;16,15;16,06;12,64;8,2;4,7;0,17
3;Sudeste;Federal;Urbana;Interior;232,39;245,56;302,77;318,64;332,13;356,77;324,72;330,44;325,49;333,18;1,32;3,9;8;14,5;16,12;18,61;17,11;10,57;7,21;2,65;2,67;0;1,84;10,01;13,73;29,62;20,74;8,37;9,05;1,99;1,97;2,61;3,4;5,33;10,96;16,46;29,19;24,26;7,46;0,33;1,09;4,24;4,11;9,58;15,21;17,81;17,28;18,58;10,08;2,03;3,41;2,09;5,48;8,09;15,23;25,6;25,09;13,74;1,26;3,79;3,82;4,16;9,65;9,99;9,95;12,75;10,23;21,3;14,18;0,18;3,39;2,02;5,9;11,1;20,23;27,96;22,1;6,81;0,48;3,06;4,68;7,29;12,1;15,75;19,74;18,02;10,68;6,69;1,98;0,02;3,39;2,02;5,86;10,79;19,71;27,72;22,41;7,54;0,56;3,14;4,59;6,97;11,84;15,15;18,72;17,47;10,63;8,21;3,25;0,03
3;Sudeste;Federal;Urbana;Total;237,56;251,44;303,02;313,82;328,45;345,54;324,51;330,55;325,19;333,15;1,06;2,15;6,24;11,81;16,56;21,75;19,94;11,36;6,94;2,18;1,06;0,8;2,51;6,96;14,56;22,08;22,1;16,21;9,45;2,77;1,5;2,72;3,37;5,05;11,51;17,81;25,08;24,29;9,31;0,85;2,37;3,45;5,46;9,88;15,9;21;16,77;12,83;7,47;4,88;3,81;2,6;4,82;10,82;16,6;25,61;22,96;11,31;1,48;4,23;3,11;6,7;10,13;11,86;14,4;13,99;10,88;14,62;9,96;0,13;3,25;2,48;5,73;11,47;20,1;27,82;21,43;7,16;0,55;3,28;5,04;7,26;12,12;15,31;18,84;17,77;11,19;6,86;2,29;0,06;3,35;2,5;5,57;11,36;19,5;27,44;21,7;7,88;0,71;3,44;4,71;7,16;11,77;14,71;18,07;17,11;11,14;8,21;3,62;0,07
3;Sudeste;Municipal;Rural;Interior;208,98;220,55;252,38;251,09;267,21;272,32;;;267,21;272,32;3,76;9,28;13,37;17,07;18,98;16,6;11,03;6,3;2,72;0,9;1,95;5,99;11,57;16,38;18,6;17,22;13,24;8,76;4,25;1,49;0,55;16,12;14,17;16,55;18,69;16,8;11,28;4,89;1,44;0,06;14,87;15,65;19,24;18,29;15,5;10,07;4,47;1,53;0,3;0,08;24,17;9,1;14,76;22,49;20,36;6,76;2,36;0;0;19,25;13,91;13,54;20,5;18,98;12,59;0;1,24;0;0;0;;;;;;;;;;;;;;;;;;;;;24,17;9,1;14,76;22,49;20,36;6,76;2,36;0;0;19,25;13,91;13,54;20,5;18,98;12,59;0;1,24;0;0;0
3;Sudeste;Municipal;Rural;Total;208,98;220,55;252,38;251,09;267,21;272,32;;;267,21;272,32;3,76;9,28;13,37;17,07;18,98;16,6;11,03;6,3;2,72;0,9;1,95;5,99;11,57;16,38;18,6;17,22;13,24;8,76;4,25;1,49;0,55;16,12;14,17;16,55;18,69;16,8;11,28;4,89;1,44;0,06;14,87;15,65;19,24;18,29;15,5;10,07;4,47;1,53;0,3;0,08;24,17;9,1;14,76;22,49;20,36;6,76;2,36;0;0;19,25;13,91;13,54;20,5;18,98;12,59;0;1,24;0;0;0;;;;;;;;;;;;;;;;;;;;;24,17;9,1;14,76;22,49;20,36;6,76;2,36;0;0;19,25;13,91;13,54;20,5;18,98;12,59;0;1,24;0;0;0
3;Sudeste;Municipal;Total;Capital;205,53;218,07;254,39;251,16;273,1;266,21;;;273,1;266,21;4,54;11,24;13,84;16,81;18,19;15,39;10,8;5,89;2,45;0,85;2,11;6,54;11,36;16,7;19,71;17,51;13,14;7,68;3,64;1,22;0,38;17,24;12,23;15,08;17,59;17,67;12,63;5,91;1,56;0,09;14,5;15,49;18,75;19,61;15,82;9,89;4,19;1,33;0,32;0,1;20,51;10,54;16,99;18,38;16,89;11,93;3,96;0,8;0;17,41;18,68;21,35;21,27;12,9;6,25;1,65;0,33;0;0,17;0;;;;;;;;;;;;;;;;;;;;;20,51;10,54;16,99;18,38;16,89;11,93;3,96;0,8;0;17,41;18,68;21,35;21,27;12,9;6,25;1,65;0,33;0;0,17;0
3;Sudeste;Municipal;Total;Interior;214,72;226,76;259,21;256,38;287,85;282,41;302,89;288,77;292,76;284,49;3,43;8,34;11,44;15,51;18,53;17,42;12,98;7,71;3,42;1,23;1,7;5,23;9,54;15,02;18,04;17,37;14,73;10,15;5,37;2,07;0,79;14,38;11,74;15,01;17,69;18,3;13,9;6,86;2,01;0,1;12,97;14,28;17,73;18,73;16,62;11,34;5,6;2,04;0,53;0,15;14;8,96;13,22;17,92;20,3;15,64;7,15;2,55;0,26;13,8;14,76;17,77;17,31;15,51;10,68;6,32;2,46;1,09;0,27;0,02;5,94;6,26;11,48;17,74;25,09;21,03;9,96;2,41;0,08;7,71;12,35;19,05;22,56;16,56;12,39;6,4;2,01;0,79;0,2;0;11,37;8,08;12,65;17,86;21,87;17,4;8,07;2,5;0,2;11,81;13,97;18,19;19,03;15,85;11,24;6,35;2,31;0,99;0,25;0,01
3;Sudeste;Municipal;Total;Total;213,29;225,41;257,69;254,73;286,42;280,83;302,89;288,77;291,43;283,25;3,6;8,79;11,81;15,71;18,48;17,11;12,64;7,42;3,27;1,17;1,76;5,43;9,82;15,28;18,3;17,39;14,48;9,77;5,1;1,93;0,73;15,29;11,89;15,03;17,66;18,1;13,5;6,56;1,87;0,1;13,45;14,66;18,05;19,01;16,37;10,88;5,16;1,81;0,47;0,13;14,64;9,11;13,59;17,96;19,97;15,28;6,84;2,38;0,23;14,15;15,14;18,12;17,7;15,26;10,25;5,87;2,25;0,98;0,26;0,02;5,94;6,26;11,48;17,74;25,09;21,03;9,96;2,41;0,08;7,71;12,35;19,05;22,56;16,56;12,39;6,4;2,01;0,79;0,2;0;11,99;8,25;12,95;17,9;21,53;17,03;7,79;2,39;0,19;12,19;14,29;18,4;19,18;15,65;10,9;6,03;2,18;0,92;0,24;0,01
3;Sudeste;Municipal;Urbana;Capital;205,53;218,07;254,39;251,16;273,1;266,21;;;273,1;266,21;4,54;11,24;13,84;16,81;18,19;15,39;10,8;5,89;2,45;0,85;2,11;6,54;11,36;16,7;19,71;17,51;13,14;7,68;3,64;1,22;0,38;17,24;12,23;15,08;17,59;17,67;12,63;5,91;1,56;0,09;14,5;15,49;18,75;19,61;15,82;9,89;4,19;1,33;0,32;0,1;20,51;10,54;16,99;18,38;16,89;11,93;3,96;0,8;0;17,41;18,68;21,35;21,27;12,9;6,25;1,65;0,33;0;0,17;0;;;;;;;;;;;;;;;;;;;;;20,51;10,54;16,99;18,38;16,89;11,93;3,96;0,8;0;17,41;18,68;21,35;21,27;12,9;6,25;1,65;0,33;0;0,17;0
3;Sudeste;Municipal;Urbana;Interior;215,04;227,11;259,76;256,8;288,23;282,6;302,89;288,77;293,08;284,64;3,41;8,29;11,33;15,42;18,5;17,47;13,09;7,79;3,45;1,25;1,68;5,19;9,43;14,94;18,01;17,38;14,81;10,23;5,43;2,1;0,8;14,24;11,54;14,89;17,61;18,42;14,11;7,02;2,06;0,1;12,81;14,17;17,61;18,77;16,71;11,44;5,69;2,08;0,55;0,16;13,82;8,96;13,19;17,83;20,3;15,81;7,24;2,59;0,26;13,7;14,77;17,85;17,26;15,45;10,65;6,44;2,48;1,11;0,28;0,02;5,94;6,26;11,48;17,74;25,09;21,03;9,96;2,41;0,08;7,71;12,35;19,05;22,56;16,56;12,39;6,4;2,01;0,79;0,2;0;11,21;8,07;12,63;17,8;21,88;17,53;8,14;2,53;0,2;11,72;13,97;18,25;19,01;15,82;11,22;6,42;2,33;1;0,25;0,01
3;Sudeste;Municipal;Urbana;Total;213,5;225,64;257,98;254,93;286,73;280,97;302,89;288,77;291,71;283,37;3,59;8,77;11,74;15,65;18,45;17,13;12,72;7,48;3,29;1,18;1,75;5,41;9,74;15,23;18,29;17,4;14,54;9,81;5,14;1,96;0,73;15,24;11,77;14,95;17,6;18,17;13,62;6,65;1,9;0,1;13,37;14,61;17,99;19,05;16,42;10,93;5,2;1,83;0,48;0,14;14,48;9,11;13,57;17,89;19,97;15,42;6,91;2,42;0,23;14,07;15,16;18,2;17,65;15,2;10,21;5,96;2,27;1;0,26;0,02;5,94;6,26;11,48;17,74;25,09;21,03;9,96;2,41;0,08;7,71;12,35;19,05;22,56;16,56;12,39;6,4;2,01;0,79;0,2;0;11,85;8,24;12,93;17,84;21,54;17,15;7,85;2,41;0,19;12,11;14,29;18,46;19,16;15,62;10,88;6,1;2,19;0,93;0,24;0,01
3;Sudeste;Total - Estadual e Municipal;Rural;Interior;208,91;220,56;251,15;250,4;266,62;264,18;286,01;280,88;269,44;266,61;3,83;9,28;13,43;16,98;18,95;16,55;11,12;6,24;2,73;0,91;1,98;6,09;11,52;16,41;18,47;17,12;13,18;8,84;4,31;1,52;0,54;17,46;13,96;16,31;18,18;16,42;11,45;4,77;1,4;0,05;15,54;15,99;18,85;17,83;15,32;9,99;4,48;1,53;0,37;0,09;22,67;14,35;17,17;18,57;14,57;8,69;3,25;0,7;0,04;20,92;19,29;21,16;17,52;11,41;6,2;2,44;0,77;0,25;0,03;0;11,42;10,41;16,28;20,81;20,23;14,02;5,23;1,5;0,11;11,86;13,18;19,45;21,77;18,06;10,25;3,85;1,32;0,27;0;0;21,03;13,77;17,04;18,89;15,4;9,47;3,54;0,82;0,05;19,61;18,4;20,91;18,14;12,37;6,79;2,65;0,85;0,25;0,03;0
3;Sudeste;Total - Estadual e Municipal;Rural;Total;208,91;220,56;251,15;250,4;266,62;264,18;286,01;280,88;269,44;266,61;3,83;9,28;13,43;16,98;18,95;16,55;11,12;6,24;2,73;0,91;1,98;6,09;11,52;16,41;18,47;17,12;13,18;8,84;4,31;1,52;0,54;17,46;13,96;16,31;18,18;16,42;11,45;4,77;1,4;0,05;15,54;15,99;18,85;17,83;15,32;9,99;4,48;1,53;0,37;0,09;22,67;14,35;17,17;18,57;14,57;8,69;3,25;0,7;0,04;20,92;19,29;21,16;17,52;11,41;6,2;2,44;0,77;0,25;0,03;0;11,42;10,41;16,28;20,81;20,23;14,02;5,23;1,5;0,11;11,86;13,18;19,45;21,77;18,06;10,25;3,85;1,32;0,27;0;0;21,03;13,77;17,04;18,89;15,4;9,47;3,54;0,82;0,05;19,61;18,4;20,91;18,14;12,37;6,79;2,65;0,85;0,25;0,03;0
3;Sudeste;Total - Estadual e Municipal;Total;Capital;208,66;220,83;254,77;250,69;267,55;258,69;310,86;300,6;271,26;262,27;4,29;10,23;12,82;16,23;18,31;16,27;11,75;6,46;2,71;0,93;2,06;6,16;10,72;16,15;19,14;17,28;13,68;8,61;4,23;1,48;0,48;17,16;11,99;15,12;17,58;17,72;12,72;6,01;1,63;0,08;15,12;15,48;18,49;19,22;15,78;9,87;4,27;1,33;0,35;0,09;22,89;13,59;16,23;17,9;15,72;9,62;3,36;0,64;0,04;23,76;21,09;21,32;17,35;9,59;4,41;1,72;0,54;0,18;0,05;0;4,62;4,59;8,61;16,29;24,43;24,22;13,89;2,98;0,37;6,55;9,22;14,86;19,11;19,32;14,62;10,23;3,93;1,61;0,55;0,01;21,33;12,82;15,58;17,76;16,47;10,87;4,26;0,84;0,07;22,29;20,07;20,77;17,5;10,42;5,28;2,45;0,83;0,3;0,09;0
3;Sudeste;Total - Estadual e Municipal;Total;Interior;215,13;227,11;257,42;254,09;272,73;265,89;304,57;296,8;275,14;268,23;3,44;8,31;11,33;15,35;18,43;17,45;13,08;7,82;3,52;1,27;1,71;5,24;9,48;14,9;17,92;17,31;14,78;10,25;5,47;2,12;0,82;15,58;11,94;14,88;17,55;17,97;13,58;6,52;1,89;0,09;14,31;14,8;17,74;18,26;16,19;10,93;5,27;1,87;0,49;0,14;19,34;12,86;16,59;18,93;16,89;10,47;3,99;0,88;0,05;19,68;18,98;20,94;18,64;11,75;6,13;2,63;0,88;0,3;0,07;0;6,49;6;10,49;17,12;23,7;21,78;11,19;3,06;0,18;7,06;10,29;16,4;19,42;18,57;14,15;8,66;3,7;1,39;0,36;0;18,37;12,34;16,13;18,79;17,41;11,33;4,54;1,05;0,06;18,73;18,32;20,59;18,69;12,27;6,74;3,08;1,09;0,38;0,1;0
3;Sudeste;Total - Estadual e Municipal;Total;Total;213,8;225,81;256,89;253,41;271,61;264,34;306,07;297,71;274,3;266,94;3,62;8,7;11,64;15,53;18,41;17,2;12,81;7,54;3,36;1,2;1,79;5,43;9,73;15,16;18,17;17,31;14,55;9,91;5,21;1,99;0,75;15,9;11,95;14,92;17,55;17,92;13,41;6,42;1,83;0,09;14,47;14,93;17,89;18,45;16,11;10,72;5,07;1,76;0,46;0,13;20,11;13,02;16,51;18,7;16,64;10,29;3,86;0,83;0,05;20,56;19,44;21,02;18,36;11,29;5,76;2,43;0,8;0,27;0,07;0;6,04;5,66;10,04;16,93;23,87;22,36;11,83;3,04;0,22;6,94;10,03;16,03;19,34;18,75;14,26;9,04;3,75;1,44;0,41;0;19,01;12,44;16,01;18,57;17,2;11,23;4,48;1;0,06;19,5;18,7;20,63;18,43;11,87;6,42;2,95;1,03;0,36;0,09;0
